1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208
[  1.   0.   1.   0.   0.   1.   4.   0.   1. 128.  16.  10.],[ 1.  0.  1.  1.  1.  0.  1.  0.  2.  0.  8. 32.],[ 1.  0.  0.  0.  0.  0.  1.  0.  2. 16.  8. 10.],[  1.   0.   1.   1.   1.   0.   4.   0.   4.  64.   8. 128.],[ 1.  0.  0.  0.  0.  1.  3.  0.  4.  0. 64. 32.],[ 1.  0.  1.  0.  0.  1.  3.  0.  3.  0. 32.  8.],[  1.   0.   1.   1.   1.   1.   3.   0.   3.  32. 128.  32.],[ 1.  0.  1.  1.  1.  0.  4.  0.  2. 20. 10. 16.],[ 1.  1.  1.  1.  1.  1.  3.  0.  1. 16.  8. 20.],[ 1.  1.  1.  0.  0.  0.  1.  0.  3.  8. 32. 32.],[  1.   0.   0.   0.   0.   1.   3.   0.   4.   0. 128.   8.],[1. 0. 1. 0. 0. 0. 3. 1. 0. 0. 0. 0.],[1. 0. 0. 0. 0. 1. 2. 1. 0. 0. 0. 0.],[ 1.  0.  1.  1.  1.  1.  2.  0.  3.  0. 16. 16.],[ 1.  0.  0.  0.  0.  1.  4.  0.  3.  0. 20. 10.],[  1.   0.   1.   1.   1.   1.   2.   0.   3.   0.  32. 128.],[ 1.  0.  0.  0.  0.  1.  2.  0.  3. 16. 10. 32.],[ 1.  0.  0.  0.  0.  0.  2.  0.  3.  0. 10. 10.],[ 1.  0.  1.  1.  1.  1.  3.  0.  1.  0. 64. 16.],[ 1.  0.  0.  0.  0.  1.  3.  0.  2.  0.  0. 16.],[ 1.  0.  1.  1.  1.  0.  1.  0.  1.  0. 16.  8.],[  1.   0.   0.   0.   0.   1.   2.   0.   1.  10.  16. 128.],[ 1.  1.  0.  0.  0.  1.  2.  0.  2.  0. 10. 20.],[ 1.  1.  1.  1.  1.  0.  3.  0.  3.  0. 16. 64.],[ 1.  1.  1.  1.  1.  1.  3.  0.  1.  0. 16. 32.],[ 1.  1.  1.  1.  1.  1.  3.  0.  2.  0. 10. 20.],[1. 1. 1. 1. 1. 1. 4. 1. 0. 0. 0. 0.],[ 1.  1.  0.  0.  0.  1.  4.  0.  1.  0. 32. 32.],[ 1.  1.  1.  1.  1.  0.  3.  0.  4.  0.  8. 16.],[ 1.  1.  1.  0.  0.  0.  3.  0.  1.  0. 20. 32.],[ 1.  1.  1.  0.  0.  1.  4.  0.  4.  0. 64. 20.],[1. 0. 1. 0. 0. 0. 4. 0. 1. 0. 8. 8.],[ 1.  1.  1.  0.  0.  0.  2.  0.  4.  0. 20. 20.],[ 1.  0.  1.  1.  1.  1.  2.  0.  3.  0. 10. 32.],[ 1.  0.  1.  0.  0.  1.  2.  0.  1.  0. 64. 32.],[ 1.  1.  1.  0.  0.  1.  3.  0.  4.  0. 20. 10.],[ 1.  1.  0.  0.  0.  1.  2.  0.  3.  0. 16. 64.],[  1.   1.   0.   0.   0.   1.   2.   0.   2.   0.  16. 128.],[  1.   0.   0.   0.   0.   0.   4.   0.   1. 128. 128.  10.],[ 1.  1.  1.  1.  1.  1.  3.  0.  3.  0.  0. 20.],[ 1.  1.  1.  1.  1.  0.  3.  0.  4.  0.  8. 10.],[ 1.  0.  0.  0.  0.  0.  2.  0.  3.  0. 20. 16.],[  1.   1.   0.   0.   0.   0.   3.   0.   1.   0.  32. 128.],[1. 1. 0. 0. 0. 0. 3. 0. 3. 0. 8. 8.],[  1.   1.   0.   0.   0.   1.   2.   0.   1. 128.   8.   8.],[  1.   0.   0.   0.   0.   0.   4.   0.   1.   0.  10. 128.],[ 1.  0.  1.  0.  0.  1.  2.  0.  1. 64.  8.  0.],[ 1.  1.  1.  0.  0.  0.  4.  0.  4.  0.  8. 32.],[  1.   0.   1.   0.   0.   1.   4.   0.   2.   0.  20. 128.],[ 1.  1.  0.  0.  0.  1.  2.  0.  4. 64. 20.  8.],[ 1.  1.  1.  1.  1.  1.  3.  0.  1.  0. 10. 32.],[ 1.  1.  0.  0.  0.  1.  3.  0.  1. 32. 32. 10.],[ 1.  0.  0.  0.  0.  1.  4.  0.  1. 32. 64. 16.],[ 1.  1.  0.  0.  0.  1.  3.  0.  1. 32. 10.  8.],[  1.   0.   1.   1.   1.   0.   1.   0.   1.   0.  16. 128.],[  1.   1.   1.   0.   0.   1.   4.   0.   2.   0.   8. 128.],[  1.   1.   1.   1.   1.   0.   4.   0.   1.   0. 128.  32.],[  1.   1.   0.   0.   0.   1.   2.   0.   2. 128.  16.   8.],[ 1.  1.  1.  1.  1.  1.  2.  0.  1.  0. 64. 16.],[  1.   0.   0.   0.   0.   1.   2.   0.   1.   0.  64. 128.],[1. 1. 1. 0. 0. 1. 2. 1. 0. 0. 0. 0.],[  1.   0.   1.   0.   0.   1.   2.   0.   2. 128.  16.  10.],[  1.   1.   1.   0.   0.   1.   2.   0.   4. 128.   0.  20.],[  1.   1.   1.   1.   1.   0.   4.   0.   1.   0.   8. 128.],[ 1.  1.  1.  0.  0.  0.  3.  0.  2.  0.  8. 16.],[  1.   0.   1.   1.   1.   1.   4.   0.   1.   0.  32. 128.],[ 1.  1.  1.  1.  1.  0.  3.  0.  2.  0. 16.  8.],[  1.   0.   1.   0.   0.   0.   3.   0.   2.   0.  32. 128.],[  1.   0.   1.   1.   1.   0.   1.   0.   3.   0.  32. 128.],[  1.   0.   1.   1.   1.   0.   1.   0.   2.   0.  10. 128.],[  1.   0.   1.   1.   1.   1.   4.   0.   1.   0.  32. 128.],[  1.   0.   0.   0.   0.   1.   4.   0.   2.   0.  32. 128.],[  1.   1.   0.   0.   0.   1.   4.   0.   1.   0.   8. 128.],[  1.   1.   0.   0.   0.   1.   2.   0.   2. 128.  20.   0.],[1. 1. 1. 1. 1. 1. 2. 1. 0. 0. 0. 0.],[ 1.  1.  1.  1.  1.  0.  2.  0.  2.  0. 32. 16.],[ 1.  1.  1.  0.  0.  0.  2.  0.  1.  0. 32. 16.],[  1.   0.   1.   1.   1.   0.   4.   0.   1.   0.  32. 128.],[ 1.  1.  1.  0.  0.  0.  1.  0.  4.  0. 20. 16.],[  1.   1.   0.   0.   0.   0.   2.   0.   3. 128.   0.   8.],[  1.   1.   0.   0.   0.   1.   2.   0.   1. 128.  64.   0.],[  1.   1.   1.   0.   0.   0.   3.   0.   1. 128.  16.   8.],[  1.   1.   0.   0.   0.   0.   3.   0.   2. 128.  32.   8.],[  1.   0.   1.   1.   1.   0.   4.   0.   4.   0.  20. 128.],[  1.   0.   0.   0.   0.   0.   1.   0.   3. 128.  16. 128.],[1. 1. 0. 0. 0. 0. 3. 1. 0. 0. 0. 0.],[  1.   1.   0.   0.   0.   0.   2.   0.   1. 128.  20.  16.],[ 1.  1.  1.  0.  0.  0.  4.  0.  2.  0. 64. 20.],[  1.   0.   1.   1.   1.   0.   4.   0.   1.   0.  16. 128.],[  1.   0.   1.   1.   1.   0.   2.   0.   4.   0.  32. 128.],[  1.   1.   1.   1.   1.   0.   3.   0.   1. 128.  64.  32.],[  1.   0.   1.   0.   0.   0.   2.   0.   4.   0.  64. 128.],[  1.   0.   1.   1.   1.   1.   4.   0.   4.   0.  20. 128.],[1. 1. 1. 1. 1. 0. 2. 0. 1. 0. 8. 0.],[ 1.  0.  1.  1.  1.  0.  2.  0.  1.  8. 64.  8.],[  1.   0.   1.   1.   1.   0.   4.   0.   4.   0.  10. 128.],[  1.   0.   0.   0.   0.   0.   1.   0.   1.   0.  32. 128.],[  1.   1.   1.   1.   1.   0.   3.   0.   3. 128.   8.   8.],[  1.   1.   0.   0.   0.   0.   2.   0.   1.   0.  16. 128.],[ 1.  1.  1.  1.  1.  0.  2.  0.  3.  0. 10. 16.],[  1.   0.   0.   0.   0.   0.   1.   0.   3.   0.  32. 128.],[  1.   0.   1.   1.   1.   0.   4.   0.   1.   0.  32. 128.],[ 1.  1.  1.  1.  1.  0.  3.  0.  3.  0.  8. 64.],[ 1.  1.  1.  0.  0.  0.  2.  0.  1.  0.  8. 20.],[ 1.  1.  1.  1.  1.  0.  2.  0.  2.  0.  8. 16.],[ 1.  1.  1.  1.  1.  0.  4.  0.  2.  0. 20.  8.],[ 1.  1.  1.  0.  0.  0.  1.  0.  4.  0.  8. 16.],[  1.   1.   0.   0.   0.   0.   4.   0.   1.   0.  64. 128.],[  1.   0.   1.   1.   1.   0.   3.   0.   1.   0.  32. 128.],[  1.   0.   1.   1.   1.   0.   2.   0.   2.   0.  16. 128.],[  1.   0.   1.   1.   1.   1.   3.   0.   4.   0.  64. 128.],[  1.   0.   1.   1.   1.   0.   2.   0.   1.   0.  10. 128.],[ 1.  1.  1.  1.  1.  0.  4.  0.  1.  0. 10. 64.],[  1.   0.   1.   1.   1.   1.   2.   0.   3.   0.  32. 128.],[ 1.  1.  1.  0.  0.  0.  3.  0.  1.  0. 20. 20.],[  1.   1.   1.   0.   0.   0.   1.   0.   2. 128.  10.  32.],[ 1.  0.  1.  1.  1.  1.  2.  0.  2.  0. 32.  8.],[ 1.  1.  1.  0.  0.  0.  4.  0.  3.  0.  8. 20.],[ 1.  1.  1.  1.  1.  0.  3.  0.  2.  0.  8. 20.],[  1.   0.   1.   1.   1.   1.   2.   0.   2.   0.  64. 128.],[  1.   0.   1.   1.   1.   1.   2.   0.   2.   0.  20. 128.],[ 1.  1.  1.  1.  1.  0.  4.  0.  2.  0.  8. 10.],[ 1.  1.  1.  0.  0.  0.  4.  0.  1.  0. 20. 64.],[ 1.  1.  1.  1.  1.  0.  4.  0.  1.  0. 10. 64.],[ 1.  1.  1.  0.  0.  0.  2.  0.  1.  0. 32. 64.],[  1.   1.   1.   0.   0.   0.   2.   0.   2.   0.  16. 128.],[ 1.  0.  0.  0.  0.  1.  2.  0.  1.  8. 64. 10.],[  1.   1.   1.   1.   1.   0.   2.   0.   1.   0.  20. 128.],[  1.   1.   1.   1.   1.   0.   4.   0.   1.   0.  32. 128.],[  1.   1.   1.   0.   0.   0.   4.   0.   1.   0.  10. 128.],[  1.   1.   1.   1.   1.   0.   1.   0.   1.   0.  32. 128.],[  1.   1.   1.   0.   0.   1.   4.   0.   1.   0.  20. 128.],[  1.   1.   1.   0.   0.   0.   4.   0.   1.   0.  32. 128.],[  1.   1.   1.   1.   1.   0.   1.   0.   1.   0.  64. 128.],[ 1.  1.  1.  0.  0.  1.  4.  0.  1.  0. 32. 64.],[ 1.  1.  1.  1.  1.  1.  4.  0.  2.  0. 32. 64.],[  1.   1.   1.   1.   1.   0.   4.   0.   1.   0.  32. 128.],[  1.   1.   1.   1.   1.   1.   3.   0.   1.   0.  20. 128.],[  1.   0.   1.   1.   1.   0.   1.   0.   1. 128.  16.  64.],[ 1.  1.  1.  0.  0.  0.  4.  0.  4.  0. 32. 64.],[  1.   1.   1.   0.   0.   0.   4.   0.   1.   0.  20. 128.],[  1.   1.   1.   0.   0.   0.   4.   0.   4.   0.  32. 128.],[ 1.  1.  1.  0.  0.  1.  4.  0.  2.  0. 32. 64.],[  1.   1.   1.   0.   0.   0.   4.   0.   1.   0.  32. 128.],[  1.   1.   1.   0.   0.   1.   3.   0.   1.   0.  32. 128.],[  1.   1.   1.   0.   0.   0.   2.   0.   4.   0.  32. 128.],[ 1.  1.  1.  1.  1.  1.  3.  0.  4.  0. 32. 64.],[ 1.  1.  1.  1.  1.  0.  4.  0.  2.  0. 32. 64.],[  1.   1.   1.   0.   0.   0.   1.   0.   3.   0.  32. 128.],[  1.   1.   1.   1.   1.   1.   3.   0.   4.   0. 128. 128.],[ 1.  1.  1.  1.  1.  1.  3.  0.  1.  0. 32. 64.],[  1.   1.   1.   0.   0.   1.   4.   0.   2.   0.  64. 128.],[1. 1. 0. 0. 0. 1. 2. 1. 0. 0. 0. 0.],[  1.   1.   1.   0.   0.   0.   2.   0.   1.   0.  20. 128.],[  1.   1.   1.   1.   1.   0.   4.   0.   1.   0.  20. 128.],[ 1.  1.  1.  1.  1.  1.  4.  0.  3.  0. 20. 64.],[  1.   1.   1.   0.   0.   0.   2.   0.   3.   0.  32. 128.],[ 1.  1.  1.  0.  0.  0.  1.  0.  1.  0.  0. 20.],[  1.   0.   1.   1.   1.   0.   4.   0.   1.   0.   8. 128.],[  1.   1.   1.   1.   1.   0.   4.   0.   1. 128.  20.   0.],[  1.   0.   1.   1.   1.   1.   4.   0.   1.   0.   8. 128.],[  1.   1.   1.   1.   1.   0.   2.   0.   2.   0.  32. 128.],[  1.   1.   1.   1.   1.   0.   2.   0.   1.   0.  32. 128.],[  1.   0.   0.   0.   0.   1.   2.   0.   4.   0.  32. 128.],[ 1.  1.  1.  0.  0.  0.  4.  0.  2.  0. 16. 64.],[  1.   1.   1.   0.   0.   0.   4.   0.   1.   0.  16. 128.],[  1.   1.   1.   0.   0.   1.   2.   0.   1.   0.  32. 128.],[  1.   1.   1.   1.   1.   0.   4.   0.   3.   0.  32. 128.],[  1.   1.   1.   0.   0.   0.   3.   0.   2.   0.  32. 128.],[ 1.  0.  1.  1.  1.  1.  2.  0.  3.  0. 32. 64.],[ 1.  1.  1.  1.  1.  1.  4.  0.  3.  0.  8. 16.],[ 1.  0.  0.  0.  0.  0.  4.  0.  1.  0. 16.  0.],[  1.   1.   1.   1.   1.   1.   2.   0.   2.   0.  32. 128.],[  1.   1.   1.   0.   0.   0.   2.   0.   2.   0.  32. 128.],[  1.   0.   1.   1.   1.   0.   4.   0.   1.   0.  16. 128.],[  1.   0.   1.   1.   1.   1.   2.   0.   1.   0.  32. 128.],[ 1.  1.  1.  1.  1.  0.  4.  0.  1.  0. 20. 64.],[ 1.  1.  1.  1.  1.  1.  2.  0.  1.  0. 20. 64.],[  1.   1.   1.   1.   1.   0.   2.   0.   4.   0.  32. 128.],[  1.   1.   1.   0.   0.   1.   4.   0.   4.   0.  32. 128.],[ 1.  0.  1.  1.  1.  1.  4.  0.  1.  0. 32. 64.],[  1.   0.   1.   1.   1.   1.   3.   0.   4.   0. 128. 128.],[ 1.  1.  1.  0.  0.  1.  2.  0.  4.  0.  8. 20.],[  1.   1.   1.   0.   0.   1.   4.   0.   3.   0.  64. 128.],[ 1.  1.  1.  1.  1.  0.  4.  0.  3.  0.  8. 32.],[  1.   1.   1.   0.   0.   1.   4.   0.   1.   0.  32. 128.],[  1.   0.   0.   0.   0.   0.   1.   0.   1.   0.  32. 128.],[  1.   1.   1.   1.   1.   1.   4.   0.   1.   0.  16. 128.],[ 1.  0.  1.  1.  1.  1.  2.  0.  3.  0. 32. 20.],[  1.   0.   1.   1.   1.   0.   1.   0.   1.   0.  32. 128.],[  1.   1.   1.   0.   0.   1.   4.   0.   3.   0.  20. 128.],[  1.   1.   1.   0.   0.   1.   2.   0.   1.   0.  20. 128.],[  1.   0.   1.   1.   1.   1.   4.   0.   2.   0.  10. 128.],[ 1.  1.  1.  0.  0.  0.  3.  0.  2.  0.  0. 20.],[ 1.  1.  1.  1.  1.  0.  2.  0.  4.  0. 32. 64.],[ 1.  0.  1.  1.  1.  0.  4.  0.  4.  0. 32. 16.],[  1.   1.   1.   1.   1.   1.   4.   0.   4.   0.  32. 128.],[  1.   1.   1.   0.   0.   1.   4.   0.   1.   0.  16. 128.],[ 1.  0.  1.  1.  1.  1.  2.  0.  1.  0. 32. 32.],[  1.   1.   1.   0.   0.   1.   2.   0.   4.   0.  32. 128.],[ 1.  1.  1.  0.  0.  1.  4.  0.  1.  0. 16. 64.],[ 1.  0.  1.  1.  1.  0.  4.  0.  1.  0. 10. 64.],[ 1.  0.  0.  0.  0.  0.  1.  0.  1.  0.  8. 20.],[ 1.  1.  0.  0.  0.  0.  1.  0.  1.  0. 32. 32.],[  1.   0.   1.   1.   1.   1.   2.   0.   4.   0.  64. 128.],[ 1.  0.  1.  1.  1.  0.  2.  0.  1.  0. 32. 20.],[  1.   1.   1.   0.   0.   1.   2.   0.   3.   0. 128. 128.],[ 1.  1.  1.  0.  0.  1.  4.  0.  4.  0. 32.  0.]
6102.0,5410.0,11465.6,7571.4,5570.4,5364.4,6307.8,10302.6,9238.4,7872.8,7428.2,9299.4,9350.0,5168.2,5580.4,4977.2,9784.2,6038.6,5688.4,8300.0,5548.6,10965.0,5687.6,4951.4,4953.6,4999.6,9096.2,5185.0,4838.6,4885.0,5128.6,5825.8,4943.4,5525.8,5683.6,4966.4,5401.2,5338.2,7679.2,7785.8,4953.6,5628.2,5088.0,5606.6,6203.8,6789.4,8979.2,4955.4,5325.2,6568.0,5137.8,6297.4,7342.2,7836.6,5430.6,5179.4,7083.8,5871.8,5334.0,5943.8,9102.8,6155.8,8183.8,5206.6,4898.8,5107.2,5069.6,5236.4,5099.0,5878.4,5107.2,6045.6,5508.8,6153.8,9100.0,4921.6,4947.0,5154.0,5078.6,9070.2,5841.4,5480.0,5706.0,5243.4,6726.4,9110.2,5865.2,5230.8,5418.0,4978.8,5503.2,5291.2,5129.4,5183.6,8166.8,5725.0,5853.6,5689.8,5303.4,4989.6,5432.6,5154.0,5217.6,4887.0,4876.4,5070.4,5014.0,5290.8,5145.8,5346.2,5208.8,5790.4,5232.4,4977.2,4904.0,5727.4,5489.6,4818.8,4888.6,5424.4,5217.0,5018.2,4816.2,5232.4,4754.8,4897.6,8448.4,4795.2,4701.4,5186.8,4836.0,4771.6,4695.2,5216.4,4718.0,4732.6,4701.4,4807.2,6197.8,4721.6,4781.2,4688.2,4729.4,4695.2,4715.0,4732.4,4732.2,4735.4,4867.2,6873.8,4744.8,5091.4,9113.0,4814.2,4804.8,4835.6,4724.0,8037.0,5747.2,5658.6,5759.4,4688.8,4692.4,5425.2,4879.4,4871.8,4732.4,4703.8,4707.8,5015.4,4846.8,6185.2,4702.8,4721.0,5418.0,5059.8,4837.2,4844.4,4694.2,4676.2,5147.0,7155.6,4869.2,4984.4,4983.2,4688.6,5853.6,4866.8,5143.6,5162.0,4787.0,4821.0,5836.2,7915.4,4730.4,5268.2,4686.2,4846.4,5171.8,4731.2,4876.8,5860.0,6156.0,5286.2,5170.8,5260.8,6881.4,4648.0
200
