1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216
[  1.   0.   1.   1.   1.   1.   3.   0.   2.  64.  64. 128.],[ 1.  1.  0.  0.  0.  1.  4.  0.  4. 32.  8. 20.],[ 1.  0.  1.  0.  0.  1.  2.  0.  2. 32. 32.  0.],[ 1.  1.  0.  0.  0.  0.  2.  0.  4.  8. 10. 10.],[ 1.  0.  1.  0.  0.  1.  4.  0.  1. 10. 20. 16.],[ 1.  1.  1.  0.  0.  1.  3.  0.  1. 16.  8. 64.],[  1.   1.   0.   0.   0.   1.   3.   0.   2.  10. 128.   0.],[ 1.  0.  0.  0.  0.  1.  4.  0.  3.  0. 16.  0.],[ 1.  1.  1.  1.  1.  1.  4.  0.  1. 32. 16. 10.],[ 1.  0.  1.  1.  1.  0.  1.  0.  1.  0. 64.  0.],[1. 0. 1. 1. 1. 0. 1. 1. 0. 0. 0. 0.],[ 1.  0.  1.  1.  1.  1.  4.  0.  4.  0. 16.  0.],[ 1.  0.  1.  1.  1.  0.  4.  0.  4.  0. 32.  0.],[ 1.  0.  1.  1.  1.  0.  4.  0.  4.  0. 16.  8.],[1. 0. 1. 1. 1. 0. 4. 0. 4. 0. 0. 0.],[ 1.  1.  1.  1.  1.  0.  4.  0.  4.  0. 32.  0.],[ 1.  1.  1.  0.  0.  0.  4.  0.  4.  0. 64.  8.],[ 1.  1.  1.  1.  1.  0.  3.  0.  4.  0. 32.  0.],[ 1.  1.  1.  1.  1.  0.  3.  0.  4.  0. 32.  0.],[ 1.  1.  1.  1.  1.  0.  1.  0.  4.  0. 16.  8.],[ 1.  1.  1.  1.  1.  0.  1.  0.  4.  0. 32. 10.],[ 1.  1.  0.  0.  0.  0.  2.  0.  4.  0. 32.  0.],[ 1.  1.  1.  1.  1.  0.  4.  0.  4.  0. 10.  0.],[ 1.  1.  0.  0.  0.  0.  3.  0.  4.  0. 32.  0.],[ 1.  1.  0.  0.  0.  0.  2.  0.  4.  0. 10. 10.],[ 1.  1.  1.  1.  1.  0.  3.  0.  1.  0. 32.  0.],[ 1.  1.  1.  1.  1.  0.  1.  0.  1.  0. 10.  0.],[ 1.  1.  1.  0.  0.  0.  3.  0.  1.  0. 32. 16.],[ 1.  1.  0.  0.  0.  1.  3.  0.  1.  0. 32. 10.],[ 1.  1.  1.  0.  0.  0.  3.  0.  1.  0. 32. 16.],[ 1.  0.  0.  0.  0.  0.  1.  0.  4.  0. 32. 64.],[1. 1. 1. 1. 1. 0. 3. 0. 3. 0. 8. 0.],[ 1.  1.  1.  1.  1.  1.  3.  0.  1.  0. 32.  0.],[ 1.  1.  0.  0.  0.  0.  1.  0.  4.  0. 10.  0.],[  1.   1.   1.   1.   1.   0.   3.   0.   1.   0.  32. 128.],[ 1.  0.  1.  1.  1.  0.  3.  0.  1.  0. 32.  0.],[ 1.  1.  1.  0.  0.  0.  3.  0.  2.  0. 32.  0.],[1. 1. 1. 1. 1. 0. 3. 1. 0. 0. 0. 0.],[ 1.  1.  1.  1.  1.  1.  3.  0.  3.  0. 32.  0.],[ 1.  0.  1.  1.  1.  0.  1.  0.  2. 64. 64. 10.],[  1.   1.   1.   1.   1.   1.   3.   0.   2.   0.   8. 128.],[ 1.  0.  1.  1.  1.  0.  1.  0.  4. 64. 64. 10.],[1. 0. 1. 0. 0. 1. 3. 0. 1. 0. 8. 0.],[ 1.  1.  1.  1.  1.  1.  2.  0.  1.  0. 32.  8.],[ 1.  0.  1.  1.  1.  0.  1.  0.  4. 64. 10.  8.],[ 1.  1.  0.  0.  0.  0.  3.  0.  3.  0. 32.  0.],[ 1.  0.  0.  0.  0.  0.  1.  0.  1. 64. 64. 10.],[  1.   1.   1.   1.   1.   0.   3.   0.   3.   0. 128.   0.],[ 1.  0.  1.  1.  1.  0.  1.  0.  4. 10. 64. 10.],[  1.   1.   1.   1.   1.   0.   1.   0.   3. 128.  64.  10.],[  1.   1.   1.   1.   1.   0.   2.   0.   2. 128.  10.  16.],[ 1.  1.  1.  1.  1.  0.  2.  0.  3. 10. 10. 64.],[  1.   1.   0.   0.   0.   0.   2.   0.   4. 128.  20.  64.],[ 1.  1.  1.  1.  1.  0.  3.  0.  2.  0. 32. 64.],[  1.   1.   1.   1.   1.   0.   2.   0.   2. 128.  10.  64.],[  1.   1.   1.   1.   1.   0.   1.   0.   4.  32.  10. 128.],[  1.   1.   1.   1.   1.   0.   1.   0.   3. 128.  10.  16.],[ 1.  1.  1.  1.  1.  0.  3.  0.  4.  0. 10.  0.],[  1.   1.   1.   1.   1.   0.   2.   0.   3. 128.  10.  20.],[ 1.  1.  1.  0.  0.  1.  2.  0.  1.  0. 32.  0.],[  1.   1.   1.   1.   1.   0.   3.   0.   3.   0.  32. 128.],[ 1.  1.  1.  1.  1.  0.  3.  0.  3.  0. 32. 64.],[ 1.  1.  1.  1.  1.  1.  3.  0.  4.  0. 32.  0.],[1. 1. 0. 0. 0. 0. 3. 0. 2. 0. 8. 0.],[ 1.  1.  1.  0.  0.  1.  2.  0.  4.  0. 32.  0.],[  1.   0.   1.   0.   0.   1.   2.   0.   4.   0.  32. 128.],[  1.   1.   1.   0.   0.   0.   2.   0.   4. 128.   0.  32.],[ 1.  1.  1.  0.  0.  1.  2.  0.  4.  0. 32.  0.],[  1.   1.   1.   1.   1.   0.   2.   0.   1. 128.   0.  20.],[  1.   1.   0.   0.   0.   0.   2.   0.   4. 128.  10.  16.],[ 1.  0.  1.  1.  1.  0.  3.  0.  3.  0. 32. 32.],[  1.   1.   1.   1.   1.   1.   2.   0.   4.   0.  32. 128.],[  1.   1.   1.   1.   1.   1.   3.   0.   4.   0.   8. 128.],[ 1.  0.  1.  1.  1.  0.  1.  0.  4.  8. 64. 10.],[ 1.  1.  1.  1.  1.  1.  4.  0.  3.  0. 32.  0.],[ 1.  1.  1.  0.  0.  1.  2.  0.  2.  0. 32.  0.],[ 1.  0.  0.  0.  0.  0.  2.  0.  4.  8. 64. 20.],[ 1.  0.  1.  1.  1.  0.  1.  0.  4.  8. 32. 10.],[ 1.  1.  1.  1.  1.  0.  2.  0.  2. 32. 20. 10.],[  1.   1.   0.   0.   0.   0.   3.   0.   2.   0.  32. 128.],[ 1.  0.  0.  0.  0.  0.  1.  0.  4.  8. 64. 10.],[1. 0. 1. 1. 1. 0. 2. 1. 0. 0. 0. 0.],[  1.   1.   1.   1.   1.   0.   2.   0.   3. 128.  20.  32.],[ 1.  1.  1.  0.  0.  1.  2.  0.  3.  0. 32.  0.],[  1.   0.   1.   0.   0.   0.   2.   0.   3. 128.  16.  32.],[ 1.  1.  1.  1.  1.  0.  2.  0.  3. 32. 10. 10.],[ 1.  1.  1.  1.  1.  0.  1.  0.  2.  8. 20.  0.],[1. 1. 1. 1. 1. 1. 2. 1. 0. 0. 0. 0.],[  1.   1.   1.   0.   0.   0.   1.   0.   2. 128.  10.  16.],[  1.   1.   1.   1.   1.   1.   2.   0.   3. 128.  16.  32.],[  1.   1.   1.   0.   0.   1.   3.   0.   3. 128.  20.  10.],[  1.   1.   1.   0.   0.   1.   2.   0.   3. 128.  32.  20.],[  1.   1.   0.   0.   0.   0.   3.   0.   3. 128.  10.  32.],[  1.   1.   1.   0.   0.   1.   2.   0.   3. 128.   8.  32.],[  1.   1.   1.   0.   0.   1.   3.   0.   1. 128.  32. 128.],[ 1.  1.  1.  1.  1.  1.  3.  0.  2.  0. 64.  0.],[  1.   1.   1.   1.   1.   1.   2.   0.   2.   0.   8. 128.],[ 1.  1.  1.  0.  0.  0.  2.  0.  3. 64. 20. 10.],[  1.   1.   1.   0.   0.   1.   2.   0.   4. 128.  20.  10.],[  1.   0.   1.   0.   0.   1.   4.   0.   3. 128.  20.  64.],[ 1.  1.  1.  0.  0.  0.  2.  0.  3. 64. 20. 16.],[ 1.  1.  0.  0.  0.  0.  2.  0.  2.  0. 32.  0.],[ 1.  1.  1.  0.  0.  0.  2.  0.  4. 32. 20. 10.],[ 1.  1.  1.  0.  0.  0.  4.  0.  4. 64. 32. 10.],[ 1.  1.  1.  0.  0.  0.  3.  0.  4. 64. 32. 10.],[ 1.  1.  0.  0.  0.  1.  2.  0.  2.  0. 32.  0.],[1. 1. 1. 0. 0. 1. 2. 1. 0. 0. 0. 0.],[1. 1. 1. 0. 0. 0. 3. 1. 0. 0. 0. 0.],[ 1.  1.  1.  1.  1.  0.  2.  0.  4. 64. 20. 10.],[  1.   1.   1.   0.   0.   1.   3.   0.   3. 128.  32.   8.],[ 1.  1.  1.  0.  0.  1.  4.  0.  4. 64. 32. 10.],[ 1.  1.  0.  0.  0.  1.  2.  0.  4. 64. 32. 10.],[ 1.  1.  1.  0.  0.  0.  3.  0.  4. 64. 32. 16.],[ 1.  1.  1.  0.  0.  1.  4.  0.  4. 64. 32. 16.],[ 1.  1.  1.  0.  0.  1.  4.  0.  4. 64. 32. 64.],[  1.   1.   1.   0.   0.   1.   3.   0.   4.  64.  32. 128.],[ 1.  1.  1.  1.  1.  1.  4.  0.  3.  0. 32.  0.],[ 1.  1.  1.  0.  0.  1.  2.  0.  4. 64. 32. 32.],[  1.   0.   1.   1.   1.   0.   3.   0.   1.   0.   8. 128.],[ 1.  1.  1.  0.  0.  1.  2.  0.  4. 64. 20. 32.],[ 1.  1.  1.  1.  1.  1.  3.  0.  4.  0.  8. 10.],[  1.   1.   1.   0.   0.   1.   2.   0.   3. 128.  32.   0.],[ 1.  1.  0.  0.  0.  0.  2.  0.  1.  0. 32.  0.],[  1.   1.   1.   0.   0.   0.   4.   0.   3. 128.  20.  10.],[  1.   1.   1.   0.   0.   0.   4.   0.   1. 128.  64.  10.],[ 1.  0.  1.  0.  0.  1.  4.  0.  4. 32. 64. 64.],[ 1.  0.  1.  0.  0.  1.  4.  0.  4. 32. 32. 16.],[ 1.  0.  1.  0.  0.  0.  4.  0.  3.  0. 32.  0.],[ 1.  1.  1.  1.  1.  1.  4.  0.  4.  0.  0. 16.],[  1.   1.   1.   0.   0.   0.   2.   0.   2. 128.  10.  10.],[ 1.  1.  1.  1.  1.  1.  3.  0.  3.  0.  8. 64.],[ 1.  1.  1.  0.  0.  1.  3.  0.  4. 32. 20. 32.],[  1.   1.   1.   0.   0.   0.   3.   0.   3. 128.  32.  10.],[  1.   0.   1.   0.   0.   0.   4.   0.   4.  32. 128.  64.],[ 1.  1.  1.  0.  0.  1.  2.  0.  3. 64. 20. 64.],[  1.   1.   1.   1.   1.   1.   2.   0.   4. 128.   8.  20.],[ 1.  0.  1.  1.  1.  0.  4.  0.  1.  0. 32. 64.],[ 1.  0.  0.  0.  0.  1.  2.  0.  1.  0. 32. 20.],[ 1.  0.  1.  0.  0.  0.  4.  0.  1.  0. 32. 10.],[ 1.  1.  1.  1.  1.  0.  1.  0.  2.  0. 32.  0.],[ 1.  0.  1.  0.  0.  1.  2.  0.  4. 64. 32. 64.],[ 1.  1.  0.  0.  0.  1.  4.  0.  4.  0. 10. 16.],[ 1.  1.  1.  0.  0.  1.  4.  0.  1.  0. 32.  0.],[ 1.  1.  1.  0.  0.  1.  2.  0.  3. 64. 32. 20.],[ 1.  1.  1.  0.  0.  1.  3.  0.  4.  0. 10. 32.],[ 1.  1.  1.  1.  1.  0.  2.  0.  3. 64. 32. 32.],[ 1.  1.  1.  1.  1.  1.  2.  0.  3. 64. 32. 16.],[  1.   1.   1.   0.   0.   0.   2.   0.   3.  32.  32. 128.],[ 1.  1.  1.  1.  1.  1.  2.  0.  3. 64. 20. 32.],[ 1.  1.  1.  1.  1.  1.  3.  0.  3. 64. 32. 10.],[ 1.  1.  1.  0.  0.  0.  3.  0.  3. 64. 32. 10.],[  1.   1.   1.   0.   0.   1.   2.   0.   3. 128.  20.  32.],[ 1.  1.  1.  0.  0.  0.  3.  0.  3.  0.  8. 20.],[  1.   1.   1.   0.   0.   1.   2.   0.   3. 128.  16.  32.],[ 1.  1.  1.  1.  1.  1.  2.  0.  3. 32. 32. 64.],[ 1.  1.  0.  0.  0.  0.  3.  0.  2.  0. 10. 20.],[ 1.  1.  1.  0.  0.  1.  2.  0.  4. 64. 32. 16.],[ 1.  1.  0.  0.  0.  0.  2.  0.  3. 32. 32. 20.],[ 1.  1.  1.  1.  1.  0.  2.  0.  4. 32. 16. 64.],[ 1.  1.  1.  0.  0.  0.  2.  0.  3.  0.  8. 64.],[  1.   1.   1.   0.   0.   0.   2.   0.   1. 128.  32.  16.],[ 1.  0.  1.  1.  1.  0.  2.  0.  3. 64. 16. 64.],[ 1.  1.  1.  1.  1.  1.  3.  0.  3. 64. 20. 32.],[1. 0. 1. 1. 1. 0. 4. 0. 3. 0. 8. 8.],[ 1.  1.  0.  0.  0.  1.  2.  0.  1.  0. 64.  0.],[  1.   1.   1.   1.   1.   1.   2.   0.   4.   0.  32. 128.],[ 1.  1.  1.  1.  1.  0.  1.  0.  2.  0. 32.  0.],[1. 1. 1. 1. 1. 1. 4. 1. 0. 0. 0. 0.],[  1.   1.   1.   1.   1.   1.   4.   0.   1. 128.  20.  20.],[ 1.  1.  1.  1.  1.  0.  4.  0.  2. 64. 32. 20.],[ 1.  1.  1.  1.  1.  1.  4.  0.  2. 64. 32. 20.],[ 1.  1.  1.  1.  1.  0.  1.  0.  3.  0. 32.  0.],[ 1.  1.  1.  1.  1.  1.  4.  0.  1. 64. 32. 16.],[ 1.  1.  1.  1.  1.  1.  3.  0.  4. 64. 32. 32.],[ 1.  1.  1.  0.  0.  1.  4.  0.  2. 64. 32. 20.],[1. 0. 1. 0. 0. 1. 2. 1. 0. 0. 0. 0.],[1. 1. 1. 0. 0. 1. 2. 1. 0. 0. 0. 0.],[  1.   1.   1.   0.   0.   1.   3.   0.   1. 128.  20.  20.],[ 1.  1.  1.  0.  0.  0.  4.  0.  2.  0. 32.  0.],[  1.   1.   1.   0.   0.   0.   3.   0.   1. 128.  32.  20.],[  1.   1.   1.   1.   1.   0.   2.   0.   1. 128.  32.  16.],[  1.   1.   1.   0.   0.   1.   2.   0.   1. 128.  32.  20.],[ 1.  1.  1.  1.  1.  0.  1.  0.  1.  0. 32.  0.],[  1.   1.   1.   0.   0.   1.   2.   0.   1. 128.  32.  20.],[  1.   1.   1.   0.   0.   1.   2.   0.   1. 128.  20.  20.],[  1.   1.   1.   1.   1.   0.   4.   0.   1. 128.  20.  20.],[1. 1. 1. 1. 1. 0. 4. 1. 0. 0. 0. 0.],[  1.   1.   1.   1.   1.   1.   4.   0.   1. 128.  16.   8.],[  1.   1.   1.   0.   0.   0.   2.   0.   1. 128.  32.   8.],[  1.   1.   1.   1.   1.   1.   4.   0.   1. 128.  20.   8.],[ 1.  1.  1.  0.  0.  1.  3.  0.  4.  0. 10. 16.],[  1.   1.   1.   1.   1.   0.   4.   0.   4. 128.  20.   8.],[  1.   1.   1.   1.   1.   0.   4.   0.   1. 128.  32.   8.],[ 1.  1.  1.  0.  0.  1.  4.  0.  1. 64. 20. 20.],[  1.   1.   1.   0.   0.   0.   4.   0.   1. 128.  32.   8.],[  1.   1.   1.   0.   0.   1.   2.   0.   1. 128.  20.  32.],[  1.   1.   1.   1.   1.   0.   4.   0.   1. 128.  20.   8.],[  1.   1.   1.   1.   1.   0.   4.   0.   1. 128.  20.  20.],[  1.   1.   1.   1.   1.   0.   4.   0.   1. 128.  20.  16.],[  1.   1.   1.   0.   0.   0.   4.   0.   1. 128.  20.  16.],[  1.   1.   1.   1.   1.   0.   2.   0.   1. 128.  20.  16.],[  1.   1.   1.   1.   1.   0.   2.   0.   1. 128.  20.  20.],[1. 1. 1. 1. 1. 0. 4. 1. 0. 0. 0. 0.],[  1.   1.   1.   1.   1.   0.   2.   0.   1. 128.  20.   8.],[  1.   1.   1.   1.   1.   1.   4.   0.   1. 128.  20.  20.],[  1.   1.   1.   0.   0.   1.   2.   0.   1. 128.  20.  20.],[  1.   1.   1.   1.   1.   0.   4.   0.   1. 128.  20.   8.],[  1.   1.   1.   0.   0.   1.   2.   0.   1. 128.  20.  20.],[  1.   1.   1.   1.   1.   0.   3.   0.   1. 128.  16.  16.],[  1.   1.   1.   1.   1.   0.   4.   0.   1. 128.  16.  16.],[  1.   1.   1.   1.   1.   0.   1.   0.   1. 128.  16.  16.],[  1.   1.   1.   1.   1.   0.   4.   0.   1. 128.  16.  20.],[  1.   1.   1.   1.   1.   0.   4.   0.   2.   0.  32. 128.],[  1.   1.   1.   1.   1.   1.   4.   0.   1. 128.  16.   8.],[1. 1. 1. 1. 1. 0. 3. 1. 0. 0. 0. 0.],[  1.   1.   1.   1.   1.   1.   4.   0.   1. 128.  32.  16.]
6389.8,7936.2,7414.4,13009.0,9612.4,9769.2,8499.6,5542.0,6448.6,5480.4,9403.2,5229.6,5031.6,5364.8,8085.6,4676.8,5389.8,4668.6,4668.6,5175.4,5180.0,5122.0,5240.6,5112.6,5790.0,4678.6,5330.6,4922.8,5412.4,4922.8,5467.4,5204.6,4674.0,5965.4,4705.0,5108.4,4679.6,9102.0,4669.0,5905.8,5203.0,6127.2,5790.0,5154.0,7139.8,5113.0,7919.0,6926.4,7001.0,5512.8,5422.2,11375.6,5958.4,4737.6,5852.2,7479.6,5488.8,5219.0,5381.4,4694.6,4708.0,4737.4,4668.6,5509.2,4693.8,5040.0,8155.4,4693.8,7443.2,6126.0,5154.0,4704.4,5205.2,7031.2,4681.4,4696.0,7098.2,8081.6,6076.4,5089.4,7396.0,9333.0,5329.8,4695.2,6001.4,7211.2,9554.4,9100.0,5706.6,5365.6,5297.4,5306.2,6146.8,5630.0,5604.8,5069.6,5206.4,5785.2,5296.6,5955.8,5730.8,5063.8,6257.0,5674.0,5572.6,5096.0,9102.8,9075.6,5671.4,5359.4,5490.8,6380.0,5502.6,5413.2,5419.4,5704.2,4681.4,5436.6,5739.0,5681.0,4967.2,5530.2,5070.2,5297.6,5414.2,5775.0,6216.0,5010.4,7761.0,5703.0,5208.8,6289.8,5337.8,6856.0,5787.4,5569.2,5186.4,6071.6,5623.8,4799.6,6276.8,5527.4,4649.2,5533.8,5141.6,5476.4,5503.8,5841.2,5663.0,5619.4,5629.4,5355.2,4844.2,5387.6,5760.0,5625.4,5498.8,6795.0,6372.0,5237.0,5271.2,6342.6,5693.0,5482.4,5277.4,4704.4,4799.6,9096.2,5228.8,5464.0,5449.8,4806.6,5510.8,5442.4,5377.4,9328.6,9102.8,5270.8,4642.4,5310.4,5202.8,5276.0,4801.4,5276.0,5250.4,5230.2,9096.0,5398.2,5360.2,5338.0,4963.4,5311.6,5318.6,5616.4,5332.8,5346.0,5333.2,5230.2,5213.4,5246.6,5177.6,5190.8,9096.0,5301.2,5228.8,5250.4,5333.2,5250.4,5248.4,5258.8,5337.6,5271.2,4700.6,5398.2,9102.0,5253.6
200
