1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
[ 1.  1.  0.  0.  0.  1.  2.  0.  1. 32. 64. 16.],[ 1.  0.  1.  0.  0.  0.  1.  0.  3. 32. 20.  0.],[ 1.  0.  0.  0.  0.  1.  4.  0.  1.  8.  8. 32.],[ 1.  1.  1.  0.  0.  0.  4.  0.  2. 10. 20.  8.],[ 1.  0.  1.  0.  0.  1.  4.  0.  2. 64. 32. 10.],[  1.   0.   1.   0.   0.   1.   4.   0.   1. 128.  20.   0.],[ 1.  1.  1.  0.  0.  1.  4.  0.  1. 64. 16. 64.],[ 1.  1.  1.  0.  0.  1.  4.  0.  3.  0. 64. 32.],[ 1.  1.  1.  0.  0.  0.  1.  0.  3. 64. 10. 10.],[ 1.  1.  1.  0.  0.  1.  3.  0.  3. 64. 16.  0.],[ 1.  1.  0.  0.  0.  1.  4.  0.  3.  0. 64. 32.],[ 1.  0.  0.  0.  0.  1.  4.  0.  3.  0. 64. 32.],[1. 1. 0. 0. 0. 1. 4. 1. 0. 0. 0. 0.],[ 1.  1.  1.  1.  1.  1.  2.  0.  3.  0. 10. 32.],[ 1.  1.  1.  1.  1.  1.  2.  0.  3.  0. 10. 32.],[ 1.  1.  0.  0.  0.  1.  2.  0.  1.  0. 10. 32.],[ 1.  0.  1.  1.  1.  1.  2.  0.  3.  0. 10. 32.],[ 1.  1.  1.  0.  0.  1.  4.  0.  3.  0. 10. 32.],[ 1.  1.  0.  0.  0.  1.  4.  0.  1.  0. 10. 32.],[ 1.  1.  1.  1.  1.  1.  3.  0.  3.  0.  0. 32.]
5942.2,7285.4,17466.6,8370.2,6575.0,6399.4,5826.0,5056.6,6439.6,6298.4,5258.2,5509.4,9105.2,5156.0,5156.0,5691.2,5525.8,5084.6,5652.2,7790.2
19
