1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
[ 1.  0.  1.  1.  1.  1.  2.  0.  3. 64. 16. 10.],[ 1.  1.  1.  1.  1.  0.  4.  0.  1. 20. 32. 10.],[  1.   1.   1.   0.   0.   1.   3.   0.   3.  20.   8. 128.],[ 1.  0.  0.  0.  0.  0.  2.  0.  2.  0. 20.  0.],[  1.   1.   1.   1.   1.   1.   4.   0.   3. 128.   0.  10.],[ 1.  1.  0.  0.  0.  0.  4.  0.  4. 32.  8. 16.],[ 1.  0.  0.  0.  0.  1.  4.  0.  2. 20. 20.  0.],[ 1.  1.  1.  1.  1.  1.  3.  0.  2. 16. 20. 20.],[ 1.  1.  1.  0.  0.  1.  4.  0.  1.  0. 10. 32.],[  1.   1.   0.   0.   0.   0.   2.   0.   2.  16.  10. 128.],[1. 1. 1. 0. 0. 1. 4. 1. 0. 0. 0. 0.],[ 1.  1.  1.  0.  0.  1.  4.  0.  1.  8. 10. 32.],[ 1.  1.  1.  0.  0.  0.  2.  0.  1.  0. 10. 32.],[ 1.  1.  1.  0.  0.  1.  2.  0.  1.  0. 10. 32.],[ 1.  1.  1.  0.  0.  0.  4.  0.  1.  0. 10. 32.],[ 1.  1.  1.  0.  0.  1.  4.  0.  1.  0. 10. 64.],[ 1.  1.  1.  0.  0.  1.  4.  0.  1.  0.  0. 32.],[  1.   1.   1.   0.   0.   1.   2.   0.   1.   0.  10. 128.],[ 1.  0.  1.  0.  0.  1.  4.  0.  1.  0. 10. 32.],[  1.   1.   1.   0.   0.   0.   2.   0.   2.   0.  10. 128.]
6513.0,6461.6,9264.2,6185.4,7916.4,7820.6,9545.8,7067.6,5093.2,9799.0,9066.0,13085.2,5130.4,5133.2,5109.8,5184.4,7822.4,5211.6,5861.4,5210.8
20
