1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
[0. 0. 0. 0. 0. 0. 1. 0. 1. 0.],[1. 0. 0. 1. 1. 1. 1. 1. 1. 0.],[1. 1. 1. 0. 0. 1. 0. 1. 1. 1.],[0. 1. 0. 0. 0. 1. 1. 0. 1. 1.],[0. 1. 0. 0. 1. 1. 0. 1. 0. 0.],[1. 1. 1. 1. 1. 1. 0. 1. 1. 0.],[0. 0. 0. 1. 1. 1. 1. 0. 0. 0.],[1. 0. 0. 1. 0. 0. 1. 1. 1. 0.],[0. 0. 1. 0. 0. 0. 1. 0. 0. 0.],[0. 0. 0. 1. 0. 1. 0. 0. 0. 0.],[0. 0. 0. 1. 1. 0. 0. 0. 0. 1.],[0. 0. 1. 1. 0. 1. 1. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.],[0. 0. 0. 1. 0. 1. 1. 0. 1. 0.],[0. 0. 0. 1. 0. 1. 1. 0. 1. 1.],[0. 0. 0. 1. 1. 1. 1. 0. 1. 0.],[0. 0. 1. 1. 0. 1. 1. 0. 1. 0.],[0. 0. 0. 1. 0. 1. 1. 1. 1. 0.],[0. 0. 0. 0. 1. 0. 1. 1. 1. 0.],[0. 0. 0. 0. 0. 1. 1. 0. 1. 0.],[0. 0. 0. 0. 1. 1. 0. 0. 1. 0.],[0. 1. 0. 1. 1. 1. 0. 1. 1. 0.],[0. 0. 0. 0. 0. 1. 1. 0. 0. 0.],[0. 0. 1. 0. 0. 0. 1. 0. 1. 0.],[0. 0. 0. 1. 0. 0. 1. 0. 0. 0.],[0. 0. 0. 0. 0. 1. 1. 1. 0. 0.],[0. 1. 1. 0. 1. 1. 0. 1. 0. 0.],[0. 0. 0. 0. 1. 1. 1. 1. 1. 0.],[0. 0. 0. 1. 1. 1. 0. 1. 1. 0.],[0. 0. 0. 1. 1. 0. 1. 1. 0. 0.]
203.18,231.3133333,262.6633333,232.65,219.3333333,257.17,204.5133333,226.65,213.1833333,207.2333333,218.0733333,211.59,210.34,202.68,215.9566667,203.8566667,212.45,207.1,206.4266667,201.8966667,205.3633333,222.5566667,202.3866667,212.9366667,204.6866667,204.1766667,228.2666667,206.35,204.96,204.2933333
30
