1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
[0. 1. 1. 0. 1. 0. 0. 0. 1. 1.],[0. 0. 1. 0. 1. 1. 0. 1. 1. 1.],[0. 1. 0. 1. 1. 1. 0. 1. 0. 0.],[0. 1. 1. 0. 1. 0. 0. 1. 1. 0.],[1. 0. 0. 0. 0. 0. 1. 1. 1. 1.],[0. 1. 1. 0. 1. 1. 1. 1. 1. 0.],[1. 1. 0. 1. 0. 1. 0. 0. 0. 1.],[1. 0. 1. 0. 0. 1. 1. 1. 1. 1.],[1. 1. 0. 1. 1. 1. 0. 1. 0. 0.],[1. 0. 0. 1. 1. 0. 0. 1. 0. 0.],[0. 0. 0. 1. 1. 1. 0. 1. 0. 0.],[0. 0. 1. 1. 1. 1. 0. 1. 0. 0.],[0. 0. 0. 1. 0. 1. 0. 0. 1. 0.],[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.],[0. 0. 0. 1. 0. 1. 1. 0. 1. 0.],[1. 0. 0. 1. 0. 1. 0. 0. 1. 0.],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 1. 1. 1. 1. 1. 0. 0.],[0. 0. 0. 0. 1. 1. 0. 1. 1. 0.],[0. 0. 0. 0. 0. 1. 1. 1. 0. 0.],[0. 0. 1. 1. 0. 1. 1. 0. 0. 0.],[0. 0. 0. 0. 1. 1. 1. 1. 1. 0.],[0. 0. 0. 1. 1. 0. 0. 1. 1. 0.]
246.61,265.4,222.1633333,230.4666667,234.1,232.5233333,252.9866667,251.5666667,241.2333333,227.9066667,202.81,213.4066667,201.7033333,204.9866667,202.68,223.3366667,210.44,205.7066667,203.9766667,204.1766667,211.59,206.35,205.47
23
