1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
[1. 1. 0. 0. 1. 1. 0. 0. 0. 1.],[0. 0. 1. 1. 1. 0. 0. 1. 1. 1.],[0. 0. 1. 0. 0. 1. 1. 1. 0. 0.],[0. 0. 0. 1. 1. 1. 0. 0. 0. 1.],[0. 1. 1. 0. 0. 1. 0. 1. 1. 0.],[0. 1. 0. 0. 1. 0. 1. 1. 0. 0.],[0. 1. 1. 1. 0. 0. 1. 0. 0. 1.],[1. 0. 1. 0. 1. 1. 1. 0. 0. 1.],[1. 1. 0. 1. 1. 1. 0. 1. 1. 1.],[1. 0. 1. 1. 1. 0. 1. 0. 1. 1.],[0. 0. 1. 1. 1. 1. 1. 1. 0. 0.],[0. 0. 1. 1. 1. 1. 1. 1. 1. 0.],[0. 0. 1. 1. 0. 0. 1. 1. 0. 0.],[0. 0. 1. 0. 0. 0. 1. 1. 1. 0.],[1. 0. 0. 1. 0. 0. 1. 0. 1. 0.],[1. 0. 1. 1. 0. 0. 1. 1. 1. 0.],[0. 0. 1. 0. 0. 0. 1. 0. 1. 0.],[0. 0. 1. 0. 0. 0. 0. 1. 1. 0.],[0. 0. 1. 0. 0. 0. 0. 0. 1. 0.],[0. 0. 0. 0. 1. 1. 0. 0. 0. 1.],[0. 0. 1. 1. 0. 0. 0. 0. 1. 0.],[0. 0. 1. 1. 0. 0. 0. 1. 1. 0.],[0. 0. 0. 1. 0. 1. 1. 0. 1. 1.],[0. 0. 1. 0. 1. 0. 0. 0. 1. 0.],[0. 0. 1. 1. 1. 0. 0. 0. 0. 0.],[0. 0. 1. 0. 0. 0. 0. 0. 1. 1.],[0. 0. 0. 0. 0. 1. 0. 1. 1. 1.],[0. 0. 1. 0. 1. 0. 0. 1. 1. 0.],[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]
255.0133333,263.7766667,214.25,218.96,229.6433333,222.2666667,249.4933333,250.5666667,254.42,246.5033333,217.2933333,218.6233333,214.1533333,210.2366667,225.6866667,236.84,212.9366667,211.39,207.7466667,217.68,208.9866667,212.9266667,215.9566667,209.5833333,216.3733333,241.7766667,218.4333333,213.6033333,210.34
29
