1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
[0. 1. 0. 0. 1. 1. 1. 1. 0. 0.],[0. 0. 0. 0. 0. 0. 1. 0. 1. 1.],[0. 1. 1. 0. 0. 1. 1. 0. 1. 1.],[0. 1. 1. 1. 1. 0. 1. 0. 0. 0.],[0. 1. 0. 1. 1. 1. 1. 1. 0. 1.],[0. 1. 1. 0. 0. 1. 0. 1. 0. 1.],[1. 1. 1. 0. 0. 1. 1. 0. 0. 1.],[1. 1. 1. 1. 1. 1. 0. 0. 1. 1.],[1. 1. 0. 0. 0. 0. 0. 0. 0. 1.],[1. 1. 1. 0. 1. 1. 1. 1. 1. 0.],[1. 0. 0. 0. 1. 0. 1. 0. 1. 1.],[0. 0. 0. 0. 0. 0. 1. 1. 1. 1.],[0. 0. 0. 0. 0. 0. 0. 0. 1. 1.],[0. 0. 0. 0. 0. 1. 1. 0. 1. 1.],[0. 0. 0. 0. 0. 1. 0. 1. 1. 1.],[0. 1. 0. 0. 0. 0. 1. 1. 1. 1.],[0. 0. 0. 0. 0. 0. 0. 0. 0. 1.],[0. 0. 0. 1. 0. 0. 0. 1. 1. 0.],[0. 0. 0. 1. 0. 0. 0. 0. 1. 0.],[1. 0. 0. 1. 0. 1. 0. 0. 1. 0.],[0. 0. 0. 1. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 1. 0. 0. 1. 0. 0. 0.],[0. 0. 0. 1. 1. 0. 0. 0. 1. 0.],[0. 0. 0. 1. 1. 0. 0. 1. 0. 0.],[0. 0. 1. 1. 0. 0. 0. 0. 1. 0.],[0. 0. 0. 0. 1. 0. 0. 1. 0. 0.],[0. 0. 1. 0. 0. 0. 0. 1. 0. 0.],[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.],[0. 0. 0. 1. 1. 1. 0. 0. 1. 0.]
221.26,216.5866667,247.4266667,229.2966667,236.3066667,248.43,268.5833333,264.7433333,238.23,256.1833333,231.8866667,214.3266667,212.4466667,215.2933333,218.4333333,232.0466667,258.8266667,202.9333333,199.6833333,223.3366667,208.0466667,204.6866667,200.9233333,203.9333333,208.9866667,201.8333333,209.7033333,201.1533333,206.1166667
29
