1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
[ 1.  1.  0.  0.  0.  0.  4.  0.  2. 10. 16.  0.],[ 1.  0.  1.  0.  0.  1.  3.  0.  3.  0. 20. 10.],[ 1.  0.  1.  0.  0.  1.  4.  0.  2. 32. 16.  8.],[  1.   0.   1.   1.   1.   0.   4.   0.   2. 128.  64.  10.],[  1.   1.   1.   0.   0.   0.   4.   0.   3.  64.  16. 128.],[ 1.  0.  0.  0.  0.  0.  1.  0.  4. 20. 20. 16.],[ 1.  1.  1.  1.  1.  0.  3.  0.  3.  8. 32.  0.],[ 1.  0.  1.  0.  0.  0.  4.  0.  1. 64. 32.  0.],[ 1.  1.  0.  0.  0.  1.  2.  0.  3. 32.  8. 16.],[  1.   1.   1.   0.   0.   1.   3.   0.   4.  64. 128.  16.],[1. 0. 1. 0. 0. 1. 3. 1. 0. 0. 0. 0.],[ 1.  0.  1.  0.  0.  1.  3.  0.  4. 10. 20. 10.],[ 1.  0.  1.  1.  1.  1.  3.  0.  3.  0. 20. 10.],[ 1.  1.  1.  1.  1.  1.  3.  0.  3.  0. 20. 10.],[ 1.  1.  0.  0.  0.  1.  3.  0.  2.  0. 20. 10.],[ 1.  1.  1.  1.  1.  1.  3.  0.  3.  0. 32. 10.],[ 1.  1.  1.  1.  1.  1.  3.  0.  3.  0. 32.  8.],[ 1.  1.  1.  1.  1.  1.  3.  0.  4.  0. 16.  8.],[ 1.  1.  1.  0.  0.  1.  3.  0.  3.  0. 20. 10.],[ 1.  1.  0.  0.  0.  1.  3.  0.  3.  0. 20. 10.],[ 1.  1.  1.  0.  0.  0.  3.  0.  3.  0. 20. 10.],[ 1.  1.  1.  0.  0.  1.  3.  0.  3.  0. 64. 10.],[ 1.  1.  1.  0.  0.  0.  3.  0.  3.  0. 16.  8.],[1. 1. 1. 0. 0. 0. 3. 1. 0. 0. 0. 0.]
10574.8,5199.0,7576.4,6106.8,6079.0,7637.0,10219.2,7338.2,7965.8,5502.4,9293.6,8631.0,5245.8,4954.8,5393.6,5037.2,5119.4,5036.0,4963.4,5383.2,4959.0,5336.4,5041.2,9075.6
24
