1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
[0. 1. 0. 0. 1. 1. 1. 1. 0. 0.],[0. 0. 1. 1. 0. 0. 1. 0. 1. 0.],[0. 0. 0. 0. 0. 0. 1. 1. 0. 1.],[1. 0. 1. 0. 1. 0. 1. 0. 1. 1.],[0. 0. 0. 1. 0. 0. 0. 1. 1. 0.],[1. 0. 0. 1. 1. 1. 1. 0. 0. 1.],[0. 0. 0. 1. 1. 0. 0. 1. 0. 0.],[1. 0. 1. 1. 1. 0. 0. 1. 0. 0.],[1. 0. 0. 0. 0. 1. 0. 0. 0. 1.],[1. 0. 1. 1. 1. 0. 1. 0. 0. 1.],[0. 1. 1. 1. 1. 0. 0. 0. 1. 1.],[0. 0. 0. 1. 1. 1. 0. 0. 0. 0.],[0. 0. 0. 1. 1. 0. 0. 1. 0. 1.],[0. 0. 1. 1. 0. 1. 0. 1. 1. 0.],[0. 0. 0. 1. 1. 0. 0. 0. 0. 0.],[0. 1. 0. 1. 0. 0. 0. 1. 0. 0.],[0. 0. 1. 1. 1. 0. 0. 0. 0. 0.],[0. 0. 0. 1. 0. 1. 1. 1. 1. 0.],[0. 0. 0. 0. 0. 0. 0. 1. 1. 0.],[0. 0. 0. 1. 1. 0. 1. 1. 1. 0.],[0. 0. 0. 1. 1. 0. 0. 0. 1. 1.],[0. 0. 1. 0. 0. 1. 1. 0. 0. 1.],[0. 0. 0. 0. 0. 1. 0. 0. 1. 0.],[0. 0. 0. 0. 1. 1. 0. 0. 0. 0.],[0. 0. 0. 1. 0. 1. 1. 0. 1. 0.],[0. 0. 0. 1. 1. 1. 1. 0. 0. 1.],[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.],[0. 0. 1. 0. 1. 1. 1. 0. 0. 0.],[0. 0. 0. 1. 0. 1. 1. 0. 1. 1.],[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.],[1. 0. 0. 0. 1. 1. 0. 0. 1. 0.],[0. 0. 1. 1. 0. 1. 1. 1. 1. 1.],[0. 0. 0. 0. 1. 1. 0. 0. 1. 0.]
221.26,209.84,213.5333333,245.5633333,202.9333333,256.2266667,203.9333333,240.0733333,237.1333333,252.8933333,247.13,206.6166667,216.2966667,213.8466667,205.9466667,219.3966667,216.3733333,207.1,202.2333333,206.2266667,214.2433333,259.3933333,200.66,205.2066667,202.68,216.9133333,204.9866667,218.2333333,215.9566667,210.34,227.1833333,264.29,205.3633333
33
