1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
[0. 0. 0. 0. 1. 1. 0. 0. 0. 1. 1. 1.],[1. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 1.],[0. 1. 0. 0. 0. 1. 0. 1. 0. 1. 0. 0.],[1. 0. 0. 0. 0. 1. 1. 1. 0. 1. 1. 1.],[1. 1. 0. 0. 0. 0. 1. 1. 1. 0. 1. 1.],[0. 1. 1. 1. 0. 0. 1. 0. 1. 0. 1. 1.],[1. 0. 0. 1. 1. 0. 1. 0. 1. 0. 0. 1.],[1. 1. 0. 0. 0. 1. 0. 1. 1. 1. 0. 0.],[0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 1. 0.],[1. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 0.],[0. 1. 1. 0. 1. 1. 0. 0. 1. 1. 1. 1.],[0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 1. 1.],[0. 0. 1. 0. 1. 0. 0. 0. 0. 1. 1. 1.],[0. 0. 0. 0. 1. 0. 0. 1. 1. 1. 1. 0.],[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 1. 1. 0. 0. 1. 0. 1. 0. 0.],[0. 0. 0. 0. 1. 0. 1. 0. 1. 0. 1. 0.],[0. 0. 0. 0. 1. 0. 1. 0. 1. 0. 0. 1.],[0. 0. 0. 0. 1. 0. 1. 0. 1. 1. 0. 0.],[0. 0. 0. 0. 1. 1. 1. 1. 1. 1. 0. 0.],[1. 0. 0. 0. 1. 0. 1. 0. 1. 1. 0. 0.],[0. 0. 0. 0. 1. 0. 0. 1. 1. 0. 1. 1.],[0. 0. 0. 0. 1. 0. 1. 1. 0. 0. 1. 0.],[0. 0. 0. 0. 1. 0. 0. 1. 1. 1. 0. 0.],[0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 1.]
2.698436737,28.06929874,47.05334044,33.15151262,32.60412478,69.84070539,51.12831926,46.53894734,45.82023811,78.23098588,60.62313247,1.056939363,14.74105024,1.062408924,1.051483631,36.95519638,1.233075142,1.230522156,1.230918646,35.54452443,16.24442768,1.052839279,1.227599144,1.059271336,1.074379206
25
