1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
"[0.000e+00 1.000e+00 0.000e+00 1.000e+00 1.000e+00 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 1.000e+00 0.000e+00 4.096e+03 3.000e+00 4.000e+00]",[ 0.  1.  0.  1.  0.  0.  1.  1.  0.  0.  0. 64.  5.  4.],[  0.   1.   0.   1.   0.   0.   1.   0.   0.   0.   1. 256.   3.   1.],[  0.   1.   0.   1.   0.   0.   1.   0.   0.   0.   1. 256.   2.   4.],[ 0.  1.  0.  1.  0.  0.  1.  0.  0.  0.  1. 64.  6.  0.],"[1.000e+00 1.000e+00 0.000e+00 1.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 1.000e+00 0.000e+00 4.096e+03 0.000e+00 6.000e+00]","[0.000e+00 1.000e+00 0.000e+00 1.000e+00 1.000e+00 0.000e+00 1.000e+00
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.024e+03 4.000e+00 3.000e+00]","[0.000e+00 1.000e+00 0.000e+00 1.000e+00 1.000e+00 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 1.000e+00 0.000e+00 1.024e+03 5.000e+00 1.000e+00]","[0.000e+00 1.000e+00 0.000e+00 1.000e+00 0.000e+00 1.000e+00 0.000e+00
 0.000e+00 1.000e+00 0.000e+00 0.000e+00 4.096e+03 5.000e+00 1.000e+00]","[0.000e+00 1.000e+00 0.000e+00 1.000e+00 0.000e+00 0.000e+00 1.000e+00
 1.000e+00 0.000e+00 0.000e+00 0.000e+00 1.024e+03 3.000e+00 2.000e+00]",[ 1.  1.  0.  1.  0.  0.  1.  0.  0.  0.  0. 64.  4.  1.],[ 1.  1.  0.  1.  0.  0.  1.  0.  0.  0.  0. 64.  3.  1.],[ 1.  1.  0.  1.  0.  0.  1.  0.  0.  0.  0. 64.  5.  1.],[ 1.  1.  0.  1.  0.  0.  1.  0.  0.  0.  0. 64.  3.  1.],[ 1.  1.  0.  1.  0.  0.  1.  0.  0.  0.  0. 64.  3.  2.],"[1.000e+00 1.000e+00 0.000e+00 1.000e+00 0.000e+00 0.000e+00 1.000e+00
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.024e+03 3.000e+00 1.000e+00]",[ 1.  1.  0.  1.  0.  0.  1.  0.  0.  0.  0. 64.  3.  1.],[ 1.  1.  0.  1.  0.  0.  0.  0.  0.  1.  0. 64.  3.  1.],"[1.000e+00 1.000e+00 0.000e+00 1.000e+00 0.000e+00 0.000e+00 1.000e+00
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.024e+03 3.000e+00 1.000e+00]",[ 1.  1.  0.  1.  0.  0.  1.  0.  0.  0.  0. 64.  3.  4.],[ 0.  1.  1.  1.  0.  0.  0.  0.  0.  1.  0. 64.  3.  1.],[ 1.  1.  0.  1.  0.  0.  1.  0.  0.  0.  0. 64.  3.  1.]
421.167,3245.92,199.537,258.305,243.058,285.02,399.761,356.911,371.17,1866.56,197.181,174.024,220.744,174.024,197.433,201.663,174.024,185.38,201.663,245.238,191.425,174.024
18
