1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
[1. 0. 1. 0. 1. 1. 1. 1. 0. 1.],[1. 0. 1. 1. 1. 0. 1. 0. 1. 0.],[0. 0. 1. 0. 1. 1. 1. 0. 0. 0.],[1. 0. 1. 0. 1. 0. 1. 1. 1. 1.],[0. 0. 1. 1. 0. 1. 0. 1. 1. 1.],[0. 1. 0. 0. 0. 1. 1. 1. 0. 0.],[1. 1. 0. 1. 1. 0. 0. 0. 0. 1.],[0. 0. 0. 0. 1. 1. 0. 0. 1. 0.],[0. 1. 0. 1. 1. 0. 1. 0. 0. 0.],[0. 1. 1. 1. 1. 0. 0. 0. 1. 0.],[0. 0. 0. 0. 0. 1. 0. 1. 1. 0.],[0. 0. 1. 0. 1. 1. 0. 1. 1. 0.],[1. 0. 0. 0. 1. 1. 0. 1. 1. 0.],[0. 0. 0. 1. 0. 1. 0. 1. 1. 0.],[0. 0. 0. 1. 0. 0. 0. 0. 1. 0.],[0. 0. 0. 1. 0. 0. 1. 0. 1. 0.],[0. 0. 0. 1. 0. 0. 0. 0. 1. 1.],[0. 0. 0. 0. 0. 0. 0. 0. 1. 1.],[0. 0. 0. 1. 1. 1. 0. 1. 1. 0.],[0. 0. 0. 1. 1. 1. 1. 1. 1. 1.],[0. 0. 1. 1. 0. 0. 0. 1. 1. 0.],[0. 0. 0. 1. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 1. 0. 0. 0. 1. 0.],[0. 1. 0. 0. 1. 0. 0. 0. 1. 0.],[0. 0. 0. 0. 1. 0. 0. 1. 1. 0.]
250.04,238.46,218.2333333,252.7466667,259.5,221.01,254.0733333,205.3633333,222.8966667,226.7466667,205.13,215.9433333,229.2433333,205.0866667,199.6833333,204.05,212.92,212.4466667,204.96,219.9466667,212.9266667,208.0466667,200.38,217.6966667,203.53
25
