1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
"[0.000e+00 1.000e+00 0.000e+00 1.000e+00 0.000e+00 1.000e+00 0.000e+00
 0.000e+00 0.000e+00 1.000e+00 0.000e+00 4.096e+03 1.000e+00 3.000e+00]","[0.000e+00 1.000e+00 0.000e+00 1.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 1.000e+00 1.000e+00 4.096e+03 2.000e+00 4.000e+00]","[0.000e+00 1.000e+00 1.000e+00 1.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 1.000e+00 0.000e+00 4.096e+03 6.000e+00 3.000e+00]",[  0.   1.   0.   1.   0.   0.   0.   1.   1.   0.   0. 256.   4.   5.],[  0.   1.   0.   1.   0.   0.   0.   0.   0.   1.   1. 256.   1.   4.],[  0.   1.   0.   1.   0.   0.   0.   1.   0.   1.   0. 256.   6.   6.],[ 1.  1.  0.  1.  0.  0.  1.  0.  0.  0.  0. 64.  2.  1.],"[0.000e+00 1.000e+00 0.000e+00 1.000e+00 1.000e+00 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 1.000e+00 0.000e+00 4.096e+03 1.000e+00 4.000e+00]",[  0.   1.   0.   1.   0.   0.   0.   1.   1.   0.   0. 256.   5.   1.],"[0.000e+00 1.000e+00 0.000e+00 1.000e+00 0.000e+00 1.000e+00 0.000e+00
 0.000e+00 1.000e+00 0.000e+00 0.000e+00 1.024e+03 0.000e+00 5.000e+00]",[ 1.  1.  0.  1.  0.  0.  1.  0.  0.  0.  0. 64.  2.  6.],[ 1.  1.  0.  1.  0.  0.  1.  0.  0.  0.  0. 64.  6.  6.],[  0.   1.   0.   1.   0.   0.   0.   0.   1.   0.   1. 256.   4.   5.],[ 1.  1.  0.  1.  0.  0.  1.  0.  0.  0.  0. 64.  6.  0.],[ 1.  1.  0.  1.  0.  0.  1.  0.  0.  0.  0. 64.  4.  1.],[ 1.  1.  0.  1.  0.  0.  1.  0.  0.  0.  0. 64.  6.  1.],"[1.000e+00 1.000e+00 0.000e+00 1.000e+00 0.000e+00 0.000e+00 1.000e+00
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 4.096e+03 0.000e+00 2.000e+00]",[  1.   1.   0.   1.   0.   0.   1.   0.   0.   0.   0. 256.   0.   6.],"[0.000e+00 1.000e+00 1.000e+00 1.000e+00 0.000e+00 0.000e+00 1.000e+00
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 4.096e+03 2.000e+00 1.000e+00]","[1.000e+00 1.000e+00 0.000e+00 1.000e+00 0.000e+00 0.000e+00 1.000e+00
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.024e+03 3.000e+00 1.000e+00]"
326.736,316.915,354.322,3225.5,245.293,4313.77,150.043,339.129,2165.93,304.24,270.308,363.228,322.681,220.704,197.181,244.392,176.652,234.183,198.242,201.663
20
