1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
[1. 0. 1. 1. 1. 0. 0. 0. 1. 1. 1. 0.],[0. 1. 1. 0. 1. 1. 0. 0. 0. 0. 0. 0.],[1. 0. 1. 1. 1. 1. 0. 0. 1. 1. 0. 0.],[0. 0. 1. 1. 1. 0. 0. 0. 1. 1. 0. 0.],[0. 1. 0. 1. 1. 1. 1. 1. 0. 0. 1. 1.],[0. 0. 1. 1. 0. 0. 0. 0. 1. 0. 0. 0.],[0. 1. 0. 0. 1. 1. 0. 0. 1. 0. 0. 1.],[1. 1. 1. 1. 0. 0. 1. 1. 1. 1. 0. 0.],[0. 0. 0. 0. 1. 1. 0. 0. 1. 1. 1. 1.],[1. 0. 1. 0. 1. 1. 0. 0. 0. 0. 1. 1.],[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 1.],[0. 0. 0. 0. 1. 0. 1. 0. 1. 0. 1. 1.],[0. 0. 0. 0. 1. 0. 1. 0. 0. 0. 1. 1.],[0. 1. 0. 0. 1. 0. 1. 0. 0. 0. 1. 1.],[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 1.],[0. 0. 0. 0. 1. 0. 1. 1. 1. 0. 1. 1.],[0. 0. 0. 0. 1. 1. 1. 1. 0. 0. 1. 1.],[0. 0. 0. 1. 0. 0. 1. 1. 1. 0. 1. 1.],[0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 1. 1.],[0. 0. 0. 0. 1. 0. 0. 1. 0. 1. 1. 1.],[0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 0. 1.]
37.60094953,60.70430112,58.91908121,36.67635655,169.2854667,31.83621264,60.7904036,69.421139,2.684564352,30.51610374,1.059296608,1.242650032,1.242696285,47.71830678,1.108624458,1.232399225,3.1104846,46.54942107,3.21492672,1.074352741,1.246614933
21
