1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
"[0.000e+00 1.000e+00 0.000e+00 1.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 1.000e+00 1.000e+00 4.096e+03 2.000e+00 6.000e+00]","[1.000e+00 1.000e+00 0.000e+00 1.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 1.000e+00 0.000e+00 4.096e+03 5.000e+00 5.000e+00]",[  0.   1.   0.   1.   0.   0.   1.   1.   0.   0.   0. 256.   4.   4.],[ 0.  1.  0.  1.  0.  0.  0.  1.  0.  1.  0. 64.  4.  4.],[ 0.  1.  0.  1.  0.  0.  0.  0.  0.  1.  1. 64.  0.  6.],[  0.   1.   1.   1.   0.   0.   1.   0.   0.   0.   0. 256.   4.   0.],"[0.000e+00 1.000e+00 0.000e+00 1.000e+00 0.000e+00 1.000e+00 1.000e+00
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.024e+03 6.000e+00 3.000e+00]",[ 0.  1.  1.  1.  0.  0.  0.  0.  1.  0.  0. 64.  3.  1.],"[0.000e+00 1.000e+00 0.000e+00 1.000e+00 0.000e+00 1.000e+00 0.000e+00
 0.000e+00 1.000e+00 0.000e+00 0.000e+00 1.024e+03 0.000e+00 1.000e+00]",[ 0.  1.  0.  1.  0.  0.  0.  1.  1.  0.  0. 64.  3.  1.],[ 1.  1.  0.  1.  0.  0.  0.  0.  0.  1.  0. 64.  4.  1.],[  0.   1.   1.   1.   0.   0.   1.   0.   0.   0.   0. 256.   4.   6.],[ 0.  1.  0.  1.  0.  1.  1.  0.  0.  0.  0. 64.  0.  1.],"[0.000e+00 1.000e+00 0.000e+00 1.000e+00 1.000e+00 0.000e+00 1.000e+00
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.024e+03 0.000e+00 1.000e+00]","[0.000e+00 1.000e+00 0.000e+00 1.000e+00 0.000e+00 1.000e+00 1.000e+00
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.024e+03 5.000e+00 1.000e+00]",[ 1.  1.  0.  1.  0.  0.  1.  0.  0.  0.  0. 64.  0.  3.],"[0.000e+00 1.000e+00 0.000e+00 1.000e+00 0.000e+00 1.000e+00 1.000e+00
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.024e+03 0.000e+00 3.000e+00]","[0.000e+00 1.000e+00 0.000e+00 1.000e+00 1.000e+00 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 1.000e+00 0.000e+00 4.096e+03 0.000e+00 1.000e+00]",[ 1.  1.  0.  1.  0.  0.  1.  0.  0.  0.  0. 64.  0.  4.],"[0.000e+00 1.000e+00 0.000e+00 1.000e+00 0.000e+00 1.000e+00 0.000e+00
 0.000e+00 1.000e+00 0.000e+00 0.000e+00 1.024e+03 2.000e+00 1.000e+00]","[0.000e+00 1.000e+00 0.000e+00 1.000e+00 0.000e+00 1.000e+00 1.000e+00
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 4.096e+03 1.000e+00 0.000e+00]","[0.000e+00 1.000e+00 0.000e+00 1.000e+00 0.000e+00 1.000e+00 1.000e+00
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.024e+03 0.000e+00 2.000e+00]",[ 0.  1.  0.  1.  0.  0.  1.  0.  0.  0.  1. 64.  0.  1.],[ 0.  1.  0.  1.  0.  0.  1.  0.  0.  0.  1. 64.  1.  1.],[ 1.  1.  0.  1.  0.  0.  1.  0.  0.  0.  0. 64.  0.  4.],[ 0.  1.  0.  1.  1.  0.  1.  0.  0.  0.  0. 64.  0.  3.],[ 1.  1.  0.  1.  0.  0.  1.  0.  0.  0.  0. 64.  4.  3.],[ 0.  1.  0.  1.  0.  0.  0.  0.  0.  1.  1. 64.  0.  1.],[ 1.  1.  0.  1.  0.  0.  1.  0.  0.  0.  0. 64.  0.  1.],"[1.000e+00 1.000e+00 0.000e+00 1.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 1.000e+00 0.000e+00 1.024e+03 0.000e+00 1.000e+00]",[ 1.  1.  0.  1.  0.  0.  1.  0.  0.  0.  0. 64.  0.  1.],[ 1.  1.  0.  1.  0.  0.  1.  0.  0.  0.  0. 64.  0.  1.],[  1.   1.   0.   1.   0.   0.   1.   0.   0.   0.   0. 256.   0.   1.],"[1.000e+00 1.000e+00 0.000e+00 1.000e+00 0.000e+00 0.000e+00 1.000e+00
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 4.096e+03 0.000e+00 1.000e+00]","[1.000e+00 1.000e+00 0.000e+00 1.000e+00 0.000e+00 0.000e+00 1.000e+00
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 4.096e+03 0.000e+00 2.000e+00]","[1.000e+00 1.000e+00 0.000e+00 1.000e+00 0.000e+00 0.000e+00 1.000e+00
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.024e+03 2.000e+00 3.000e+00]",[ 1.  1.  0.  1.  0.  0.  1.  0.  0.  0.  0. 64.  0.  1.],[ 1.  1.  0.  1.  0.  0.  1.  0.  0.  0.  0. 64.  0.  1.],[ 1.  1.  0.  1.  0.  0.  1.  0.  0.  0.  0. 64.  1.  0.]
380.531,374.679,2799.9,2804.23,260.136,183.195,508.357,175.902,126.776,1428.75,208.641,335.495,123.114,129.872,376.033,150.976,246.182,152.819,175.41,213.483,151.126,195.951,107.813,135.351,175.41,201.986,244.475,120.324,100.892,124.428,100.892,100.892,105.778,131.56,176.652,231.026,100.892,100.892,101.789
34
