1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
"[0.000e+00 1.000e+00 0.000e+00 1.000e+00 0.000e+00 1.000e+00 0.000e+00
 0.000e+00 1.000e+00 0.000e+00 0.000e+00 4.096e+03 1.000e+00 4.000e+00]","[0.000e+00 1.000e+00 0.000e+00 1.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00 1.000e+00 0.000e+00 1.000e+00 4.096e+03 2.000e+00 4.000e+00]",[  0.   1.   0.   1.   0.   1.   1.   0.   0.   0.   0. 256.   1.   3.],"[0.000e+00 1.000e+00 1.000e+00 1.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 1.000e+00 0.000e+00 1.024e+03 4.000e+00 5.000e+00]",[  1.   1.   0.   1.   0.   0.   0.   0.   1.   0.   0. 256.   0.   1.],[  0.   1.   0.   1.   0.   0.   0.   0.   1.   0.   1. 256.   3.   3.],[ 0.  1.  0.  1.  0.  0.  0.  1.  1.  0.  0. 64.  5.  3.],[  1.   1.   0.   1.   0.   0.   0.   0.   1.   0.   0. 256.   3.   0.],[ 0.  1.  0.  1.  0.  0.  0.  0.  1.  0.  1. 64.  5.  3.],"[0.000e+00 1.000e+00 0.000e+00 1.000e+00 0.000e+00 0.000e+00 0.000e+00
 1.000e+00 1.000e+00 0.000e+00 0.000e+00 1.024e+03 1.000e+00 6.000e+00]",[  1.   1.   0.   1.   0.   0.   0.   0.   1.   0.   0. 256.   5.   6.],[ 1.  1.  0.  1.  0.  0.  1.  0.  0.  0.  0. 64.  5.  1.],[ 1.  1.  0.  1.  0.  0.  0.  0.  1.  0.  0. 64.  0.  1.],[ 1.  1.  0.  1.  0.  0.  0.  0.  1.  0.  0. 64.  0.  6.],[  1.   1.   0.   1.   0.   0.   0.   0.   1.   0.   0. 256.   0.   6.],[  1.   1.   0.   1.   0.   0.   0.   0.   1.   0.   0. 256.   0.   6.],[  1.   1.   0.   1.   0.   0.   0.   0.   1.   0.   0. 256.   5.   1.],"[1.000e+00 1.000e+00 0.000e+00 1.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00 1.000e+00 0.000e+00 0.000e+00 4.096e+03 0.000e+00 1.000e+00]","[0.000e+00 1.000e+00 0.000e+00 1.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00 1.000e+00 0.000e+00 1.000e+00 1.024e+03 0.000e+00 1.000e+00]",[ 0.  1.  0.  1.  0.  1.  0.  0.  0.  1.  0. 64.  0.  1.],[ 1.  1.  0.  1.  0.  0.  0.  0.  1.  0.  0. 64.  0.  1.],[ 0.  1.  0.  1.  0.  0.  0.  0.  1.  0.  1. 64.  1.  1.],[ 1.  1.  0.  1.  0.  0.  0.  0.  1.  0.  0. 64.  0.  6.]
331.312,273.512,272.76,344.136,101.37,241.174,2783.54,150.009,294.169,2478.62,335.267,220.744,100.444,218.715,220.654,220.654,218.443,115.625,110.04,136.746,100.444,132.929,218.715
20
