1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
[ 1.  0.  0.  0.  0.  0.  3.  0.  2.  8. 32. 64.],[ 1.  1.  0.  0.  0.  0.  3.  0.  4. 64. 20.  8.],[  1.   1.   1.   0.   0.   1.   4.   0.   4. 128.  10.  64.],[  1.   1.   0.   0.   0.   0.   4.   0.   4. 128.  10.  64.],[ 1.  0.  0.  0.  0.  0.  3.  0.  1. 20. 64. 20.],[  1.   0.   0.   0.   0.   0.   2.   0.   4. 128.   8. 128.],[  1.   0.   0.   0.   0.   0.   1.   0.   1. 128.  32.   8.],[  1.   1.   0.   0.   0.   1.   2.   0.   4.   8.   0. 128.],[ 1.  0.  0.  0.  0.  0.  1.  0.  4. 64.  0.  0.],[ 1.  0.  0.  0.  0.  1.  2.  0.  4.  8. 20. 10.],[ 1.  1.  1.  0.  0.  1.  4.  0.  3. 64. 32. 64.],[1. 1. 1. 0. 0. 1. 4. 1. 0. 0. 0. 0.],[1. 1. 1. 0. 0. 1. 4. 1. 0. 0. 0. 0.],[ 1.  1.  1.  1.  1.  1.  4.  0.  2. 64. 20. 64.],[ 1.  1.  1.  0.  0.  1.  4.  0.  2. 64. 32. 64.],[ 1.  1.  1.  0.  0.  1.  4.  0.  3. 64. 32. 64.],[  1.   1.   1.   0.   0.   1.   4.   0.   3.  64.  32. 128.],[ 1.  1.  1.  0.  0.  1.  3.  0.  3. 64. 32. 64.],[ 1.  0.  1.  0.  0.  1.  4.  0.  3. 64. 32. 64.],[1. 1. 1. 0. 0. 1. 4. 1. 0. 0. 0. 0.],[  1.   1.   1.   0.   0.   1.   4.   0.   2.  64.  32. 128.]
12045.8,6323.2,5879.8,6484.4,7833.8,7166.6,7061.2,8789.6,8570.2,9316.4,5454.6,9066.0,9066.0,5771.6,5463.4,5454.6,5558.6,5612.6,5931.4,9066.0,5575.6
18
