1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
[1. 0. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],[0. 1. 0. 1. 0. 1. 0. 0. 0. 1. 0. 1.],[1. 1. 0. 0. 0. 0. 0. 1. 1. 1. 0. 1.],[0. 1. 0. 1. 0. 1. 0. 0. 1. 1. 1. 1.],[0. 1. 0. 1. 1. 1. 0. 0. 0. 1. 0. 1.],[1. 0. 0. 1. 1. 0. 0. 1. 1. 0. 0. 1.],[1. 1. 1. 0. 0. 0. 0. 0. 1. 1. 0. 0.],[0. 1. 1. 0. 0. 0. 0. 1. 1. 0. 0. 1.],[1. 1. 1. 1. 0. 0. 0. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 0. 0. 1. 1. 0. 0. 1. 1.],[0. 1. 0. 0. 1. 0. 0. 0. 1. 1. 0. 0.],[0. 1. 1. 0. 1. 0. 0. 1. 0. 0. 0. 1.],[0. 0. 1. 0. 1. 0. 0. 1. 0. 0. 0. 1.],[0. 1. 1. 1. 1. 0. 0. 1. 0. 0. 0. 1.],[0. 1. 1. 0. 1. 1. 1. 1. 0. 0. 0. 0.],[0. 1. 1. 0. 1. 0. 0. 0. 0. 1. 0. 1.],[0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 0. 1.],[0. 1. 1. 0. 1. 0. 0. 1. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 1. 0. 0. 0. 0. 0. 1.],[0. 0. 1. 0. 1. 1. 0. 0. 0. 0. 0. 1.],[1. 1. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1.],[1. 1. 1. 0. 1. 0. 0. 0. 0. 0. 1. 1.]
51.25072169,78.13031244,31.07622623,77.86360097,124.2786868,37.38448739,31.09121084,31.54454923,55.4117775,69.64558291,46.3537848,4.834766865,14.67212653,102.0082653,66.31717968,45.8564477,45.23404217,45.41433406,30.15419292,29.78552127,60.13934112,45.55604172
22
