1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
[  1.   0.   1.   0.   0.   0.   3.   0.   4.   8.  16. 128.],[  1.   0.   1.   0.   0.   0.   4.   0.   1. 128.  64.  20.],[ 1.  1.  1.  1.  1.  0.  1.  0.  2. 10.  8. 64.],[ 1.  1.  1.  0.  0.  0.  2.  0.  2. 64. 32.  0.],[  1.   0.   0.   0.   0.   1.   2.   0.   4.  16. 128.  10.],[ 1.  0.  1.  1.  1.  1.  4.  0.  3. 64. 64. 64.],[  1.   1.   0.   0.   0.   1.   4.   0.   4. 128.   8.  20.],[ 1.  0.  0.  0.  0.  1.  4.  0.  4. 64. 16. 16.],[ 1.  1.  0.  0.  0.  0.  2.  0.  3. 64.  8. 32.],[  1.   1.   1.   1.   1.   0.   4.   0.   1. 128.  32.  64.],[1. 1. 1. 1. 1. 0. 1. 1. 0. 0. 0. 0.],[ 1.  1.  1.  1.  1.  1.  4.  0.  2. 16. 32. 20.],[  1.   1.   1.   1.   1.   0.   4.   0.   1. 128.  64.  64.],[  1.   1.   1.   0.   0.   0.   4.   0.   1.  16. 128.  64.],[  1.   0.   1.   1.   1.   0.   4.   0.   1. 128.  64. 128.],[ 1.  1.  1.  1.  1.  0.  1.  0.  2. 64. 64. 64.],[ 1.  1.  1.  1.  1.  1.  2.  0.  2. 64. 64. 64.],[ 1.  1.  1.  1.  1.  1.  2.  0.  1. 16. 64. 64.],[  1.   1.   1.   1.   1.   0.   1.   0.   1. 128.  64.  64.],[  1.   1.   1.   1.   1.   0.   1.   0.   1. 128.   0. 128.],[  1.   1.   1.   1.   1.   0.   1.   0.   1. 128.  64.   0.],[  1.   1.   1.   1.   1.   0.   1.   0.   1. 128.  32.   0.],[  1.   1.   1.   1.   1.   0.   3.   0.   1. 128.  64. 128.],[  1.   1.   1.   0.   0.   0.   1.   0.   4. 128.  64. 128.],[  1.   1.   1.   1.   1.   0.   3.   0.   1. 128.  32. 128.],[  1.   1.   1.   1.   1.   1.   2.   0.   1.  16.  64. 128.],[  1.   1.   1.   1.   1.   0.   3.   0.   1. 128.  64. 128.],[  1.   1.   1.   1.   1.   0.   3.   0.   4. 128.  20. 128.],[  1.   1.   1.   1.   1.   0.   3.   0.   1. 128.  16.   0.],[  1.   1.   1.   1.   1.   0.   1.   0.   1. 128.  16. 128.],[  1.   1.   1.   1.   1.   0.   2.   0.   1. 128.  32. 128.],[  1.   1.   1.   1.   1.   0.   3.   0.   1. 128.  64. 128.],[  1.   1.   1.   1.   1.   0.   3.   0.   1. 128.  64.  32.]
10259.0,6408.8,12550.8,5791.2,6238.0,5989.8,5964.2,6351.8,7483.8,5585.4,9236.2,6407.0,5467.8,6139.2,6266.2,5563.2,5537.4,5968.4,5522.6,7490.6,5445.4,5591.8,5424.0,5550.0,5555.6,6809.2,5424.0,5634.2,5762.0,5811.2,5490.0,5424.0,5503.2
31
