1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
"[0.000e+00 1.000e+00 0.000e+00 1.000e+00 0.000e+00 1.000e+00 1.000e+00
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.024e+03 2.000e+00 5.000e+00]",[  0.   1.   0.   1.   0.   1.   1.   0.   0.   0.   0. 256.   3.   1.],[ 0.  1.  0.  1.  0.  0.  1.  0.  0.  0.  1. 64.  3.  3.],"[0.000e+00 1.000e+00 0.000e+00 1.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00 1.000e+00 0.000e+00 1.000e+00 4.096e+03 5.000e+00 6.000e+00]","[0.000e+00 1.000e+00 1.000e+00 1.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 1.000e+00 0.000e+00 4.096e+03 4.000e+00 6.000e+00]","[1.000e+00 1.000e+00 0.000e+00 1.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00 1.000e+00 0.000e+00 0.000e+00 4.096e+03 5.000e+00 4.000e+00]",[ 0.  1.  0.  1.  0.  1.  0.  0.  1.  0.  0. 64.  2.  6.],"[1.000e+00 1.000e+00 0.000e+00 1.000e+00 0.000e+00 0.000e+00 1.000e+00
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.024e+03 3.000e+00 5.000e+00]",[ 0.  1.  0.  1.  0.  0.  1.  0.  0.  0.  1. 64.  3.  1.],"[1.000e+00 1.000e+00 0.000e+00 1.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00 1.000e+00 0.000e+00 0.000e+00 1.024e+03 2.000e+00 3.000e+00]",[ 0.  1.  0.  1.  1.  0.  0.  0.  1.  0.  0. 64.  0.  1.],[  1.   1.   0.   1.   0.   0.   0.   0.   1.   0.   0. 256.   0.   1.],"[0.000e+00 1.000e+00 1.000e+00 1.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00 1.000e+00 0.000e+00 0.000e+00 4.096e+03 0.000e+00 1.000e+00]","[1.000e+00 1.000e+00 0.000e+00 1.000e+00 0.000e+00 0.000e+00 1.000e+00
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.024e+03 1.000e+00 0.000e+00]","[0.000e+00 1.000e+00 0.000e+00 1.000e+00 1.000e+00 0.000e+00 1.000e+00
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 4.096e+03 2.000e+00 0.000e+00]",[  1.   1.   0.   1.   0.   0.   0.   0.   1.   0.   0. 256.   0.   3.],[  1.   1.   0.   1.   0.   0.   0.   0.   0.   1.   0. 256.   0.   1.],[  1.   1.   0.   1.   0.   0.   0.   0.   1.   0.   0. 256.   0.   1.],[  1.   1.   0.   1.   0.   0.   0.   0.   0.   1.   0. 256.   0.   1.],[  1.   1.   0.   1.   0.   0.   1.   0.   0.   0.   0. 256.   0.   1.],[ 0.  1.  0.  1.  1.  0.  0.  0.  1.  0.  0. 64.  0.  4.],"[0.000e+00 1.000e+00 0.000e+00 1.000e+00 1.000e+00 0.000e+00 0.000e+00
 0.000e+00 1.000e+00 0.000e+00 0.000e+00 1.024e+03 0.000e+00 1.000e+00]"
426.502,268.759,246.171,415.119,383.826,311.306,430.706,303.819,189.148,200.526,117.683,101.37,112.574,111.617,202.277,150.803,116.207,101.37,116.207,105.778,240.585,121.345
20
