1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
"[0.000e+00 1.000e+00 1.000e+00 1.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00 1.000e+00 0.000e+00 0.000e+00 4.096e+03 3.000e+00 2.000e+00]","[0.000e+00 1.000e+00 0.000e+00 1.000e+00 0.000e+00 0.000e+00 1.000e+00
 1.000e+00 0.000e+00 0.000e+00 0.000e+00 4.096e+03 5.000e+00 4.000e+00]","[0.000e+00 1.000e+00 0.000e+00 1.000e+00 1.000e+00 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 1.000e+00 0.000e+00 1.024e+03 2.000e+00 3.000e+00]","[0.000e+00 1.000e+00 1.000e+00 1.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 1.000e+00 0.000e+00 4.096e+03 4.000e+00 3.000e+00]","[0.000e+00 1.000e+00 0.000e+00 1.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 1.000e+00 1.000e+00 1.024e+03 6.000e+00 0.000e+00]","[0.000e+00 1.000e+00 1.000e+00 1.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00 1.000e+00 0.000e+00 0.000e+00 4.096e+03 4.000e+00 2.000e+00]","[0.000e+00 1.000e+00 0.000e+00 1.000e+00 0.000e+00 0.000e+00 0.000e+00
 1.000e+00 1.000e+00 0.000e+00 0.000e+00 4.096e+03 2.000e+00 5.000e+00]","[0.000e+00 1.000e+00 0.000e+00 1.000e+00 0.000e+00 0.000e+00 1.000e+00
 1.000e+00 0.000e+00 0.000e+00 0.000e+00 4.096e+03 5.000e+00 0.000e+00]",[  0.   1.   0.   1.   0.   1.   0.   0.   1.   0.   0. 256.   4.   0.],[  0.   1.   0.   1.   1.   0.   0.   0.   0.   1.   0. 256.   6.   0.],"[1.000e+00 1.000e+00 0.000e+00 1.000e+00 0.000e+00 0.000e+00 1.000e+00
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 4.096e+03 3.000e+00 4.000e+00]","[0.000e+00 1.000e+00 1.000e+00 1.000e+00 0.000e+00 0.000e+00 1.000e+00
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 4.096e+03 5.000e+00 4.000e+00]",[ 0.  1.  0.  1.  0.  0.  1.  0.  0.  0.  1. 64.  5.  5.],"[0.000e+00 1.000e+00 1.000e+00 1.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00 1.000e+00 0.000e+00 0.000e+00 4.096e+03 3.000e+00 5.000e+00]","[0.000e+00 1.000e+00 1.000e+00 1.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00 1.000e+00 0.000e+00 0.000e+00 4.096e+03 6.000e+00 3.000e+00]","[1.000e+00 1.000e+00 0.000e+00 1.000e+00 0.000e+00 0.000e+00 1.000e+00
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 4.096e+03 0.000e+00 2.000e+00]","[1.000e+00 1.000e+00 0.000e+00 1.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00 1.000e+00 0.000e+00 0.000e+00 4.096e+03 0.000e+00 5.000e+00]",[  1.   1.   0.   1.   0.   0.   1.   0.   0.   0.   0. 256.   0.   2.],[ 1.  1.  0.  1.  0.  0.  1.  0.  0.  0.  0. 64.  0.  3.],[  0.   1.   1.   1.   0.   0.   1.   0.   0.   0.   0. 256.   0.   1.],[  0.   1.   1.   1.   0.   0.   1.   0.   0.   0.   0. 256.   0.   1.],[  0.   1.   1.   1.   0.   0.   1.   0.   0.   0.   0. 256.   0.   1.],[  0.   1.   1.   1.   0.   0.   1.   0.   0.   0.   0. 256.   0.   1.],[  0.   1.   0.   1.   1.   0.   0.   0.   0.   1.   0. 256.   0.   1.],[ 0.  1.  1.  1.  0.  0.  1.  0.  0.  0.  0. 64.  0.  1.],[ 0.  1.  1.  1.  0.  0.  1.  0.  0.  0.  0. 64.  0.  4.],[ 0.  1.  1.  1.  0.  0.  1.  0.  0.  0.  0. 64.  0.  1.],"[0.000e+00 1.000e+00 1.000e+00 1.000e+00 0.000e+00 0.000e+00 1.000e+00
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 4.096e+03 0.000e+00 1.000e+00]",[ 0.  1.  1.  1.  0.  0.  0.  0.  0.  1.  0. 64.  0.  1.],[ 0.  1.  1.  1.  0.  0.  0.  0.  1.  0.  0. 64.  0.  1.],[ 0.  1.  1.  1.  0.  0.  0.  0.  1.  0.  0. 64.  0.  1.],"[0.000e+00 1.000e+00 1.000e+00 1.000e+00 0.000e+00 0.000e+00 1.000e+00
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.024e+03 1.000e+00 0.000e+00]",[ 0.  1.  1.  1.  0.  0.  1.  0.  0.  0.  0. 64.  0.  5.],[ 0.  1.  1.  1.  0.  0.  1.  0.  0.  0.  0. 64.  0.  1.],[ 1.  1.  0.  1.  0.  0.  1.  0.  0.  0.  0. 64.  0.  1.],[ 1.  1.  0.  1.  0.  0.  0.  0.  1.  0.  0. 64.  0.  1.],"[0.000e+00 1.000e+00 1.000e+00 1.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00 1.000e+00 0.000e+00 0.000e+00 4.096e+03 0.000e+00 1.000e+00]",[ 1.  1.  0.  1.  0.  0.  0.  0.  1.  0.  0. 64.  0.  1.],[ 1.  1.  0.  1.  0.  0.  0.  0.  1.  0.  0. 64.  0.  1.],[ 1.  1.  0.  1.  0.  0.  0.  0.  1.  0.  0. 64.  0.  2.]
220.696,3340.7,321.33,300.996,272.467,244.438,2583.52,1890.98,254.457,345.623,317.522,364.971,354.062,296.584,320.522,176.652,221.444,134.669,150.976,104.879,104.879,104.879,104.879,136.3,100.795,177.597,100.795,123.445,111.783,100.315,100.315,110.946,202.756,100.795,100.892,100.444,112.574,100.444,100.444,125.984
32
