1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
[1. 0. 1. 0. 1. 0. 0. 0. 1. 0. 0. 1.],[1. 1. 1. 1. 1. 0. 0. 1. 1. 0. 1. 0.],[0. 1. 0. 1. 1. 0. 0. 0. 0. 0. 1. 1.],[1. 1. 1. 1. 0. 1. 1. 0. 0. 1. 1. 1.],[1. 0. 0. 1. 0. 0. 0. 0. 0. 1. 1. 1.],[0. 1. 1. 0. 1. 1. 1. 0. 0. 1. 1. 0.],[0. 0. 0. 1. 0. 0. 1. 1. 0. 0. 0. 0.],[0. 1. 1. 0. 0. 1. 0. 1. 1. 0. 0. 1.],[0. 0. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0.],[1. 0. 1. 1. 1. 1. 0. 1. 1. 0. 0. 0.],[1. 0. 1. 0. 1. 0. 1. 0. 1. 1. 0. 1.],[1. 0. 1. 0. 1. 0. 0. 0. 1. 0. 1. 1.],[1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 1.],[0. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 1.],[1. 0. 1. 0. 1. 0. 0. 0. 1. 0. 1. 0.],[0. 0. 1. 0. 1. 0. 0. 0. 1. 1. 1. 1.],[1. 0. 1. 0. 1. 0. 1. 0. 1. 1. 1. 0.],[0. 0. 1. 0. 1. 1. 0. 0. 1. 1. 1. 1.],[1. 0. 1. 0. 1. 0. 0. 1. 1. 1. 0. 0.],[1. 0. 0. 0. 1. 0. 0. 1. 1. 1. 0. 0.]
14.27458978,101.1374893,100.7227986,123.8223574,31.77144957,65.69397283,46.07468295,46.55951571,105.7605336,58.46744418,16.32883883,14.4290154,16.10080504,16.55439067,14.52811146,14.57245803,16.58548737,30.01685548,14.55479074,14.69387102
20
