1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
[  0.   1.   0.   1.   0.   0.   0.   0.   1.   0.   1. 256.   0.   2.],[ 0.  1.  0.  1.  0.  1.  0.  0.  0.  1.  0. 64.  5.  4.],"[0.000e+00 1.000e+00 0.000e+00 1.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00 1.000e+00 0.000e+00 1.000e+00 1.024e+03 3.000e+00 0.000e+00]",[ 0.  1.  0.  1.  1.  0.  1.  0.  0.  0.  0. 64.  2.  5.],"[0.000e+00 1.000e+00 0.000e+00 1.000e+00 0.000e+00 1.000e+00 1.000e+00
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.024e+03 2.000e+00 0.000e+00]",[ 0.  1.  0.  1.  0.  1.  0.  0.  0.  1.  0. 64.  0.  6.],[ 1.  1.  0.  1.  0.  0.  1.  0.  0.  0.  0. 64.  1.  2.],"[0.000e+00 1.000e+00 1.000e+00 1.000e+00 0.000e+00 0.000e+00 1.000e+00
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.024e+03 5.000e+00 0.000e+00]",[  0.   1.   0.   1.   0.   1.   0.   0.   0.   1.   0. 256.   2.   5.],"[0.000e+00 1.000e+00 0.000e+00 1.000e+00 1.000e+00 0.000e+00 1.000e+00
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.024e+03 3.000e+00 5.000e+00]",[  1.   1.   0.   1.   0.   0.   0.   0.   1.   0.   0. 256.   0.   3.],[  0.   1.   0.   1.   1.   0.   0.   0.   1.   0.   0. 256.   3.   3.],[ 0.  1.  0.  1.  0.  0.  0.  0.  1.  0.  1. 64.  0.  2.],[  0.   1.   0.   1.   1.   0.   1.   0.   0.   0.   0. 256.   0.   3.],[ 0.  1.  0.  1.  0.  1.  0.  0.  1.  0.  0. 64.  0.  2.],[ 0.  1.  0.  1.  0.  0.  0.  0.  1.  0.  1. 64.  5.  3.],[ 0.  1.  0.  1.  0.  0.  0.  1.  1.  0.  0. 64.  0.  2.],[ 1.  1.  0.  1.  0.  0.  0.  0.  1.  0.  0. 64.  0.  2.],[ 0.  1.  0.  1.  0.  0.  0.  0.  1.  0.  1. 64.  0.  2.],[  1.   1.   0.   1.   0.   0.   0.   0.   1.   0.   0. 256.   0.   2.],"[1.000e+00 1.000e+00 0.000e+00 1.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00 1.000e+00 0.000e+00 0.000e+00 1.024e+03 0.000e+00 2.000e+00]",[  1.   1.   0.   1.   0.   0.   0.   0.   1.   0.   0. 256.   0.   2.],[ 1.  1.  0.  1.  0.  0.  0.  0.  1.  0.  0. 64.  0.  2.],[  1.   1.   0.   1.   0.   0.   0.   0.   1.   0.   0. 256.   0.   2.],[ 1.  1.  0.  1.  0.  0.  0.  0.  1.  0.  0. 64.  0.  2.],[ 1.  1.  0.  1.  0.  0.  0.  0.  1.  0.  0. 64.  0.  2.],[ 1.  1.  0.  1.  0.  0.  0.  0.  1.  0.  0. 64.  1.  2.],[  0.   1.   0.   1.   0.   0.   0.   1.   1.   0.   0. 256.   0.   2.]
134.914,492.759,162.633,364.262,181.117,358.121,150.166,220.025,423.914,439.452,150.803,322.799,134.043,211.581,167.607,294.169,761.665,125.984,134.043,127.737,130.026,127.737,125.984,127.737,125.984,125.984,149.019,787.858
22
