1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
"[1.000e+00 1.000e+00 0.000e+00 1.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 1.000e+00 0.000e+00 4.096e+03 4.000e+00 2.000e+00]",[  0.   1.   0.   1.   1.   0.   1.   0.   0.   0.   0. 256.   1.   5.],"[0.000e+00 1.000e+00 1.000e+00 1.000e+00 0.000e+00 0.000e+00 1.000e+00
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 4.096e+03 4.000e+00 0.000e+00]",[ 0.  1.  0.  1.  1.  0.  1.  0.  0.  0.  0. 64.  0.  5.],[ 0.  1.  0.  1.  0.  1.  0.  0.  0.  1.  0. 64.  2.  5.],"[1.000e+00 1.000e+00 0.000e+00 1.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 1.000e+00 0.000e+00 4.096e+03 1.000e+00 2.000e+00]",[ 1.  1.  0.  1.  0.  0.  0.  0.  0.  1.  0. 64.  4.  5.],"[0.000e+00 1.000e+00 0.000e+00 1.000e+00 0.000e+00 1.000e+00 0.000e+00
 0.000e+00 0.000e+00 1.000e+00 0.000e+00 1.024e+03 2.000e+00 3.000e+00]","[0.000e+00 1.000e+00 0.000e+00 1.000e+00 0.000e+00 1.000e+00 1.000e+00
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 4.096e+03 2.000e+00 6.000e+00]",[ 0.  1.  0.  1.  0.  0.  0.  1.  0.  1.  0. 64.  2.  4.],[ 1.  1.  0.  1.  0.  0.  0.  0.  1.  0.  0. 64.  0.  1.],[ 1.  1.  0.  1.  0.  0.  0.  0.  1.  0.  0. 64.  0.  1.],"[1.000e+00 1.000e+00 0.000e+00 1.000e+00 0.000e+00 0.000e+00 1.000e+00
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 4.096e+03 1.000e+00 0.000e+00]","[1.000e+00 1.000e+00 0.000e+00 1.000e+00 0.000e+00 0.000e+00 1.000e+00
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 4.096e+03 1.000e+00 0.000e+00]",[  1.   1.   0.   1.   0.   0.   0.   0.   1.   0.   0. 256.   0.   1.],[ 1.  1.  0.  1.  0.  0.  0.  0.  1.  0.  0. 64.  0.  1.],[ 0.  1.  1.  1.  0.  0.  0.  0.  1.  0.  0. 64.  0.  1.],[ 0.  1.  1.  1.  0.  0.  0.  0.  1.  0.  0. 64.  0.  1.],[ 1.  1.  0.  1.  0.  0.  0.  0.  1.  0.  0. 64.  2.  0.],[ 0.  1.  1.  1.  0.  0.  0.  0.  1.  0.  0. 64.  2.  0.],[ 1.  1.  0.  1.  0.  0.  0.  0.  1.  0.  0. 64.  2.  0.],[ 1.  1.  0.  1.  0.  0.  1.  0.  0.  0.  0. 64.  0.  5.],[ 1.  1.  0.  1.  0.  0.  0.  0.  1.  0.  0. 64.  0.  1.],[ 0.  1.  0.  1.  0.  0.  0.  1.  1.  0.  0. 64.  0.  1.],[ 0.  1.  1.  1.  0.  0.  0.  0.  1.  0.  0. 64.  0.  5.],"[1.000e+00 1.000e+00 0.000e+00 1.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 1.000e+00 0.000e+00 4.096e+03 1.000e+00 0.000e+00]",[ 0.  1.  1.  1.  0.  0.  0.  0.  0.  1.  0. 64.  2.  0.]
273.083,335.29,218.287,284.331,404.077,193.926,303.602,351.525,515.107,2132.19,100.444,100.444,124.207,124.207,101.37,100.444,100.315,100.315,125.633,127.051,125.633,198.6,100.444,421.819,201.285,142.577,142.309
21
