1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
[  1.   1.   1.   1.   1.   1.   2.   0.   2.  16.   8. 128.],[  1.   0.   0.   0.   0.   1.   2.   0.   2. 128.   8.  10.],[ 1.  1.  1.  0.  0.  0.  4.  0.  4. 64. 20. 20.],[  1.   1.   1.   0.   0.   0.   3.   0.   4.  20. 128. 128.],[ 1.  1.  1.  1.  1.  1.  3.  0.  3. 20. 10.  8.],[  1.   1.   1.   0.   0.   0.   4.   0.   4.  32. 128.   0.],[ 1.  1.  1.  0.  0.  0.  4.  0.  4.  8.  0. 64.],[ 1.  1.  1.  1.  1.  1.  2.  0.  2. 10.  0.  0.],[  1.   0.   1.   1.   1.   0.   2.   0.   1.   0.  64. 128.],[ 1.  1.  0.  0.  0.  1.  2.  0.  1. 20. 10. 32.],[  1.   0.   1.   1.   1.   0.   4.   0.   2.  32.  64. 128.],[  1.   0.   1.   1.   1.   0.   1.   0.   1.   0.  64. 128.],[  1.   0.   1.   1.   1.   1.   2.   0.   1.   0.  64. 128.],[  1.   1.   1.   1.   1.   1.   2.   0.   1.  10.  64. 128.],[  1.   0.   1.   1.   1.   0.   2.   0.   1.   0.  16. 128.],[  1.   0.   1.   0.   0.   0.   2.   0.   1.   0.  16. 128.],[  1.   0.   1.   1.   1.   0.   2.   0.   1.   8.  16. 128.],[  1.   0.   1.   1.   1.   0.   2.   0.   1.   0.  16. 128.],[  1.   0.   1.   1.   1.   0.   2.   0.   2.   0.  16. 128.],[  1.   0.   1.   1.   1.   0.   3.   0.   1.   0.  16. 128.],[  1.   0.   1.   1.   1.   0.   2.   0.   2.   0.   8. 128.],[  1.   0.   1.   0.   0.   0.   4.   0.   4.  10. 128.   0.],[  1.   1.   1.   0.   0.   1.   2.   0.   1.   0.   8. 128.],[  1.   1.   1.   1.   1.   0.   2.   0.   1.   0.   0. 128.],[  1.   1.   1.   1.   1.   1.   2.   0.   1.   0.   8. 128.],[  1.   1.   1.   1.   1.   1.   2.   0.   1.   0.   8. 128.],[  1.   1.   0.   0.   0.   1.   3.   0.   1.   0.   8. 128.],[1. 1. 0. 0. 0. 1. 2. 1. 0. 0. 0. 0.],[  1.   1.   1.   0.   0.   1.   2.   0.   1.   0.   8. 128.],[  1.   1.   0.   0.   0.   1.   2.   0.   1.   0.   8. 128.],[  1.   1.   1.   0.   0.   0.   4.   0.   4.  64.  20. 128.],[  1.   1.   1.   0.   0.   0.   4.   0.   1.  64. 128.   8.],[  1.   1.   0.   0.   0.   1.   2.   0.   1.   0.   8. 128.]
10020.8,7108.0,5735.8,6518.6,8423.0,5596.2,8807.2,7229.8,5421.2,8902.2,7714.2,5519.8,5431.2,7132.8,5358.2,5493.2,11502.8,5358.2,5346.2,5397.4,5718.2,8564.2,5216.4,7886.6,5217.4,5217.4,5500.4,9113.0,5216.4,5506.2,6028.0,5578.8,5506.2
29
