1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
[ 0.  1.  0.  1.  0.  1.  0.  0.  0.  1.  0. 64.  1.  1.],"[0.000e+00 1.000e+00 1.000e+00 1.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00 1.000e+00 0.000e+00 0.000e+00 4.096e+03 1.000e+00 6.000e+00]","[0.000e+00 1.000e+00 1.000e+00 1.000e+00 0.000e+00 0.000e+00 1.000e+00
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 4.096e+03 4.000e+00 6.000e+00]",[ 1.  1.  0.  1.  0.  0.  0.  0.  1.  0.  0. 64.  6.  6.],[  0.   1.   0.   1.   0.   0.   0.   0.   1.   0.   1. 256.   3.   6.],"[1.000e+00 1.000e+00 0.000e+00 1.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00 1.000e+00 0.000e+00 0.000e+00 4.096e+03 2.000e+00 1.000e+00]",[ 0.  1.  0.  1.  0.  0.  1.  1.  0.  0.  0. 64.  6.  2.],"[0.000e+00 1.000e+00 0.000e+00 1.000e+00 0.000e+00 0.000e+00 0.000e+00
 1.000e+00 1.000e+00 0.000e+00 0.000e+00 4.096e+03 3.000e+00 1.000e+00]",[ 0.  1.  0.  1.  0.  1.  0.  0.  1.  0.  0. 64.  3.  4.],[ 1.  1.  0.  1.  0.  0.  1.  0.  0.  0.  0. 64.  0.  4.],[ 1.  1.  0.  1.  0.  0.  1.  0.  0.  0.  0. 64.  2.  2.],"[1.000e+00 1.000e+00 0.000e+00 1.000e+00 0.000e+00 0.000e+00 1.000e+00
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 4.096e+03 6.000e+00 0.000e+00]","[1.000e+00 1.000e+00 0.000e+00 1.000e+00 0.000e+00 0.000e+00 1.000e+00
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 4.096e+03 6.000e+00 2.000e+00]","[1.000e+00 1.000e+00 0.000e+00 1.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 1.000e+00 0.000e+00 4.096e+03 2.000e+00 4.000e+00]",[  1.   1.   0.   1.   0.   0.   0.   0.   0.   1.   0. 256.   6.   1.],[  0.   1.   1.   1.   0.   0.   1.   0.   0.   0.   0. 256.   2.   0.],[  0.   1.   0.   1.   1.   0.   0.   0.   0.   1.   0. 256.   0.   1.],[  0.   1.   0.   1.   1.   0.   1.   0.   0.   0.   0. 256.   0.   1.],[ 0.  1.  0.  1.  1.  0.  1.  0.  0.  0.  0. 64.  0.  1.],[ 0.  1.  0.  1.  1.  0.  1.  0.  0.  0.  0. 64.  0.  2.],[ 0.  1.  0.  1.  0.  0.  1.  1.  0.  0.  0. 64.  0.  3.],[ 0.  1.  0.  1.  1.  0.  1.  0.  0.  0.  0. 64.  2.  2.],[ 0.  1.  0.  1.  1.  0.  0.  0.  0.  1.  0. 64.  6.  0.],[  1.   1.   0.   1.   0.   0.   1.   0.   0.   0.   0. 256.   4.   0.],[  1.   1.   0.   1.   0.   0.   1.   0.   0.   0.   0. 256.   5.   2.],[  1.   1.   0.   1.   0.   0.   1.   0.   0.   0.   0. 256.   6.   0.],[  1.   1.   0.   1.   0.   0.   1.   0.   0.   0.   0. 256.   6.   0.],[ 1.  1.  0.  1.  0.  0.  1.  0.  0.  0.  0. 64.  6.  0.],[  0.   1.   0.   1.   1.   0.   1.   0.   0.   0.   0. 256.   6.   0.]
180.55,272.464,394.435,357.218,322.834,166.348,2884.46,1517.07,384.939,175.41,173.847,277.882,338.204,277.805,265.804,132.708,136.3,121.584,117.788,160.125,1145.8,242.048,333.623,182.28,256.368,228.642,228.642,220.704,330.937
28
