1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
"[0.000e+00 1.000e+00 0.000e+00 1.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 1.000e+00 1.000e+00 4.096e+03 1.000e+00 0.000e+00]",[ 0.  1.  0.  1.  0.  0.  0.  1.  1.  0.  0. 64.  3.  3.],[ 0.  1.  0.  1.  0.  1.  1.  0.  0.  0.  0. 64.  6.  4.],[ 0.  1.  0.  1.  0.  0.  1.  0.  0.  0.  1. 64.  4.  5.],[ 0.  1.  0.  1.  0.  0.  0.  1.  0.  1.  0. 64.  1.  5.],[ 0.  1.  0.  1.  0.  0.  0.  0.  0.  1.  1. 64.  1.  6.],"[0.000e+00 1.000e+00 0.000e+00 1.000e+00 0.000e+00 1.000e+00 0.000e+00
 0.000e+00 1.000e+00 0.000e+00 0.000e+00 1.024e+03 6.000e+00 4.000e+00]","[0.000e+00 1.000e+00 1.000e+00 1.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 1.000e+00 0.000e+00 4.096e+03 4.000e+00 6.000e+00]","[0.000e+00 1.000e+00 0.000e+00 1.000e+00 1.000e+00 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 1.000e+00 0.000e+00 4.096e+03 0.000e+00 1.000e+00]",[  1.   1.   0.   1.   0.   0.   0.   0.   1.   0.   0. 256.   5.   1.],"[0.000e+00 1.000e+00 0.000e+00 1.000e+00 1.000e+00 0.000e+00 0.000e+00
 0.000e+00 1.000e+00 0.000e+00 0.000e+00 4.096e+03 0.000e+00 1.000e+00]","[0.000e+00 1.000e+00 0.000e+00 1.000e+00 1.000e+00 0.000e+00 0.000e+00
 0.000e+00 1.000e+00 0.000e+00 0.000e+00 4.096e+03 0.000e+00 1.000e+00]",[ 0.  1.  0.  1.  1.  0.  0.  0.  1.  0.  0. 64.  0.  1.],[  0.   1.   1.   1.   0.   0.   0.   0.   1.   0.   0. 256.   0.   1.],[ 0.  1.  1.  1.  0.  0.  0.  0.  1.  0.  0. 64.  0.  1.],[  0.   1.   1.   1.   0.   0.   0.   0.   0.   1.   0. 256.   6.   0.],[ 0.  1.  1.  1.  0.  0.  1.  0.  0.  0.  0. 64.  0.  1.],[ 0.  1.  1.  1.  0.  0.  0.  0.  1.  0.  0. 64.  0.  1.],[ 0.  1.  1.  1.  0.  0.  1.  0.  0.  0.  0. 64.  1.  0.],[ 0.  1.  1.  1.  0.  0.  1.  0.  0.  0.  0. 64.  3.  0.],[  0.   1.   1.   1.   0.   0.   0.   0.   1.   0.   0. 256.   4.   0.],[  1.   1.   0.   1.   0.   0.   0.   0.   1.   0.   0. 256.   0.   6.],[ 0.  1.  1.  1.  0.  0.  1.  0.  0.  0.  0. 64.  0.  1.],[ 0.  1.  1.  1.  0.  0.  1.  0.  0.  0.  0. 64.  0.  1.],[ 0.  1.  1.  1.  0.  0.  1.  0.  0.  0.  0. 64.  1.  1.]
146.869,2110.61,525.007,327.388,2133.63,288.123,519.749,383.826,152.819,218.443,133.692,133.692,117.683,101.8,100.315,249.395,100.795,100.315,101.754,152.047,177.23,220.654,100.795,100.795,127.204
21
