1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
[ 1.  0.  1.  0.  0.  1.  4.  0.  1.  0.  8. 16.],[ 1.  0.  0.  0.  0.  1.  2.  0.  4.  8. 20.  8.],[ 1.  0.  1.  0.  0.  1.  4.  0.  3. 20. 20.  0.],[ 1.  0.  1.  1.  1.  0.  3.  0.  1. 32. 20. 10.],[ 1.  0.  0.  0.  0.  0.  4.  0.  1. 16.  0. 20.],[ 1.  1.  1.  1.  1.  0.  2.  0.  2. 64. 32. 20.],[ 1.  0.  0.  0.  0.  1.  2.  0.  3. 16. 32. 10.],[ 1.  1.  1.  1.  1.  0.  2.  0.  3. 10. 32. 64.],[  1.   1.   1.   0.   0.   0.   2.   0.   4.  10.  64. 128.],[ 1.  1.  1.  0.  0.  0.  4.  0.  3.  8. 20.  8.],[1. 1. 1. 1. 1. 0. 4. 1. 0. 0. 0. 0.],[ 1.  0.  1.  0.  0.  1.  2.  0.  2.  0.  8. 16.],[ 1.  1.  1.  1.  1.  1.  2.  0.  1.  0.  0. 20.],[ 1.  1.  1.  0.  0.  1.  4.  0.  2.  0.  8. 16.],[ 1.  1.  1.  0.  0.  1.  4.  0.  2.  0. 10. 16.],[1. 1. 1. 0. 0. 0. 4. 1. 0. 0. 0. 0.],[ 1.  1.  1.  1.  1.  1.  4.  0.  2.  0.  8. 16.],[ 1.  1.  1.  1.  1.  1.  4.  0.  2.  0.  8. 10.],[ 1.  1.  1.  1.  1.  0.  4.  0.  2.  0.  8. 16.],[ 1.  1.  1.  0.  0.  0.  4.  0.  2.  0.  8. 16.],[1. 1. 1. 1. 1. 0. 4. 0. 2. 0. 8. 8.],[ 1.  1.  1.  1.  1.  0.  4.  0.  2.  0. 16. 16.],[ 1.  1.  1.  0.  0.  0.  4.  0.  2.  0. 20. 16.],[ 1.  1.  0.  0.  0.  0.  4.  0.  4.  0.  8. 16.]
5519.2,9361.8,7902.8,7762.4,9189.4,5418.4,7010.6,7016.2,7040.8,9157.8,9096.0,5526.0,7878.2,4849.8,4946.0,9058.0,4878.8,5009.8,4883.2,4877.6,5112.2,4902.2,4893.6,5370.2
24
