1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43
"[1.000e+00 1.000e+00 0.000e+00 1.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00 1.000e+00 0.000e+00 0.000e+00 4.096e+03 6.000e+00 5.000e+00]",[ 0.  1.  0.  1.  0.  0.  0.  1.  1.  0.  0. 64.  6.  2.],"[0.000e+00 1.000e+00 0.000e+00 1.000e+00 0.000e+00 0.000e+00 0.000e+00
 1.000e+00 1.000e+00 0.000e+00 0.000e+00 4.096e+03 3.000e+00 2.000e+00]",[  0.   1.   0.   1.   0.   0.   0.   1.   1.   0.   0. 256.   2.   3.],[  0.   1.   0.   1.   0.   1.   1.   0.   0.   0.   0. 256.   5.   1.],[  1.   1.   0.   1.   0.   0.   0.   0.   0.   1.   0. 256.   6.   4.],"[0.000e+00 1.000e+00 0.000e+00 1.000e+00 0.000e+00 1.000e+00 0.000e+00
 0.000e+00 1.000e+00 0.000e+00 0.000e+00 4.096e+03 5.000e+00 1.000e+00]",[  0.   1.   0.   1.   0.   0.   1.   1.   0.   0.   0. 256.   3.   5.],[ 0.  1.  0.  1.  0.  0.  0.  0.  1.  0.  1. 64.  5.  6.],"[0.000e+00 1.000e+00 1.000e+00 1.000e+00 0.000e+00 0.000e+00 1.000e+00
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.024e+03 3.000e+00 0.000e+00]","[1.000e+00 1.000e+00 0.000e+00 1.000e+00 0.000e+00 0.000e+00 1.000e+00
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.024e+03 0.000e+00 5.000e+00]","[0.000e+00 1.000e+00 1.000e+00 1.000e+00 0.000e+00 0.000e+00 1.000e+00
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.024e+03 2.000e+00 0.000e+00]",[ 0.  1.  1.  1.  0.  0.  1.  0.  0.  0.  0. 64.  2.  0.],[ 0.  1.  1.  1.  0.  0.  1.  0.  0.  0.  0. 64.  2.  0.],[ 0.  1.  1.  1.  0.  0.  0.  0.  1.  0.  0. 64.  2.  1.],[ 0.  1.  1.  1.  0.  0.  1.  0.  0.  0.  0. 64.  4.  0.],[  0.   1.   1.   1.   0.   0.   1.   0.   0.   0.   0. 256.   6.   0.],[ 0.  1.  1.  1.  0.  0.  1.  0.  0.  0.  0. 64.  2.  0.],[ 0.  1.  1.  1.  0.  0.  1.  0.  0.  0.  0. 64.  3.  5.],[ 0.  1.  1.  1.  0.  0.  1.  0.  0.  0.  0. 64.  2.  1.],"[0.000e+00 1.000e+00 1.000e+00 1.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00 1.000e+00 0.000e+00 0.000e+00 4.096e+03 2.000e+00 0.000e+00]",[ 1.  1.  0.  1.  0.  0.  1.  0.  0.  0.  0. 64.  2.  0.],[ 0.  1.  1.  1.  0.  0.  0.  0.  0.  1.  0. 64.  2.  0.],[ 1.  1.  0.  1.  0.  0.  1.  0.  0.  0.  0. 64.  5.  0.],"[1.000e+00 1.000e+00 0.000e+00 1.000e+00 0.000e+00 0.000e+00 1.000e+00
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 4.096e+03 2.000e+00 0.000e+00]",[ 0.  1.  0.  1.  1.  0.  1.  0.  0.  0.  0. 64.  2.  5.],[ 0.  1.  0.  1.  1.  0.  1.  0.  0.  0.  0. 64.  2.  0.],[ 0.  1.  1.  1.  0.  0.  1.  0.  0.  0.  0. 64.  2.  2.],[  0.   1.   0.   1.   1.   0.   1.   0.   0.   0.   0. 256.   2.   0.],[ 0.  1.  1.  1.  0.  0.  0.  0.  0.  1.  0. 64.  0.  1.],"[0.000e+00 1.000e+00 0.000e+00 1.000e+00 0.000e+00 1.000e+00 0.000e+00
 0.000e+00 1.000e+00 0.000e+00 0.000e+00 1.024e+03 0.000e+00 1.000e+00]","[0.000e+00 1.000e+00 0.000e+00 1.000e+00 0.000e+00 1.000e+00 0.000e+00
 0.000e+00 0.000e+00 1.000e+00 0.000e+00 1.024e+03 0.000e+00 1.000e+00]",[  0.   1.   0.   1.   0.   0.   0.   0.   1.   0.   1. 256.   0.   1.],[  0.   1.   0.   1.   0.   0.   0.   0.   1.   0.   1. 256.   0.   3.],[ 0.  1.  1.  1.  0.  0.  0.  0.  0.  1.  0. 64.  3.  0.],"[0.000e+00 1.000e+00 0.000e+00 1.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00 1.000e+00 0.000e+00 1.000e+00 4.096e+03 0.000e+00 1.000e+00]",[  0.   1.   0.   1.   0.   0.   0.   0.   1.   0.   1. 256.   0.   1.],[  1.   1.   0.   1.   0.   0.   1.   0.   0.   0.   0. 256.   0.   2.],[ 1.  1.  0.  1.  0.  0.  1.  0.  0.  0.  0. 64.  6.  0.],[  0.   1.   1.   1.   0.   0.   0.   0.   1.   0.   0. 256.   4.   1.],"[0.000e+00 1.000e+00 0.000e+00 1.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00 1.000e+00 0.000e+00 1.000e+00 4.096e+03 0.000e+00 1.000e+00]",[  0.   1.   0.   1.   0.   0.   0.   0.   1.   0.   1. 256.   2.   1.],[  0.   1.   0.   1.   0.   0.   0.   0.   1.   0.   1. 256.   1.   1.]
360.403,2780.57,1867.31,1828.59,358.0,339.86,371.17,2801.25,376.038,168.331,232.833,140.294,126.927,126.927,152.18,176.019,233.151,126.927,275.93,152.159,146.253,126.892,142.309,197.214,168.167,364.262,160.207,176.876,168.072,111.783,126.776,157.215,107.551,161.88,166.679,124.531,107.551,134.669,220.704,201.951,124.531,160.273,133.889
39
