1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
[1. 1. 1. 0. 1. 0. 0. 1. 1. 1. 1. 1.],[1. 1. 1. 0. 1. 0. 0. 1. 1. 1. 0. 1.],[1. 1. 1. 1. 1. 1. 0. 1. 0. 0. 1. 0.],[0. 1. 0. 0. 1. 0. 0. 1. 1. 0. 1. 1.],[0. 0. 1. 0. 1. 1. 0. 1. 1. 1. 0. 1.],[0. 1. 1. 1. 0. 1. 0. 0. 1. 0. 0. 0.],[0. 0. 0. 1. 0. 0. 1. 1. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 1. 1. 0. 1. 1. 1.],[0. 1. 1. 1. 0. 0. 1. 0. 0. 0. 0. 0.],[1. 0. 1. 1. 1. 1. 0. 0. 1. 1. 1. 1.],[1. 0. 0. 0. 0. 1. 1. 1. 0. 1. 1. 1.],[0. 0. 0. 0. 0. 0. 1. 1. 0. 1. 0. 0.],[0. 0. 1. 0. 0. 1. 1. 1. 0. 1. 1. 0.],[0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0.],[1. 0. 0. 0. 0. 0. 1. 1. 0. 0. 1. 0.],[0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0.],[0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0.],[0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 0. 1.],[0. 0. 0. 0. 1. 0. 1. 0. 1. 0. 0. 0.],[0. 0. 0. 0. 1. 0. 1. 0. 1. 1. 0. 0.],[0. 0. 0. 0. 1. 0. 1. 0. 0. 0. 0. 0.],[0. 0. 1. 0. 1. 0. 1. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 1.],[0. 0. 0. 0. 1. 0. 0. 1. 1. 0. 1. 0.],[0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 0. 1.],[0. 0. 0. 0. 1. 0. 0. 1. 1. 0. 1. 1.],[0. 0. 1. 0. 1. 0. 0. 1. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 0. 0.],[0. 0. 0. 0. 1. 0. 0. 1. 0. 1. 1. 0.],[0. 0. 0. 1. 1. 0. 1. 1. 0. 1. 1. 0.],[0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 1. 0.],[0. 0. 0. 0. 1. 0. 1. 0. 0. 1. 1. 1.],[0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 1. 0.]
45.50199151,45.56008244,122.1297047,45.51006055,29.71830535,77.90059376,46.07468295,1.23927474,69.28163528,58.79539633,33.15151262,1.256272793,33.5427916,1.105494022,14.63659787,1.106866121,31.10121393,1.246614933,1.250978231,1.230918646,1.215103149,16.05751324,1.047038317,1.047485828,1.083545923,1.052839279,14.72240949,16.16133261,1.050911665,51.27211571,1.065900087,1.244177818,2.769719362
33
