1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
"[0.000e+00 1.000e+00 1.000e+00 1.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00 1.000e+00 0.000e+00 0.000e+00 1.024e+03 4.000e+00 1.000e+00]","[0.000e+00 1.000e+00 1.000e+00 1.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 1.000e+00 0.000e+00 1.024e+03 3.000e+00 6.000e+00]","[0.000e+00 1.000e+00 0.000e+00 1.000e+00 1.000e+00 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 1.000e+00 0.000e+00 1.024e+03 5.000e+00 2.000e+00]",[ 1.  1.  0.  1.  0.  0.  1.  0.  0.  0.  0. 64.  4.  2.],[ 1.  1.  0.  1.  0.  0.  0.  0.  1.  0.  0. 64.  6.  5.],[ 0.  1.  0.  1.  0.  1.  1.  0.  0.  0.  0. 64.  2.  6.],[ 0.  1.  0.  1.  0.  0.  0.  1.  0.  1.  0. 64.  1.  1.],"[0.000e+00 1.000e+00 0.000e+00 1.000e+00 0.000e+00 0.000e+00 1.000e+00
 0.000e+00 0.000e+00 0.000e+00 1.000e+00 4.096e+03 3.000e+00 0.000e+00]","[0.000e+00 1.000e+00 0.000e+00 1.000e+00 0.000e+00 1.000e+00 0.000e+00
 0.000e+00 0.000e+00 1.000e+00 0.000e+00 4.096e+03 4.000e+00 5.000e+00]","[0.000e+00 1.000e+00 1.000e+00 1.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 1.000e+00 0.000e+00 1.024e+03 2.000e+00 0.000e+00]","[0.000e+00 1.000e+00 1.000e+00 1.000e+00 0.000e+00 0.000e+00 1.000e+00
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.024e+03 2.000e+00 0.000e+00]",[ 1.  1.  0.  1.  0.  0.  1.  0.  0.  0.  0. 64.  2.  0.],[ 0.  1.  0.  1.  0.  0.  1.  1.  0.  0.  0. 64.  2.  1.],"[1.000e+00 1.000e+00 0.000e+00 1.000e+00 0.000e+00 0.000e+00 1.000e+00
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.024e+03 2.000e+00 0.000e+00]",[  1.   1.   0.   1.   0.   0.   1.   0.   0.   0.   0. 256.   2.   0.],[ 1.  1.  0.  1.  0.  0.  1.  0.  0.  0.  0. 64.  2.  0.],[ 0.  1.  1.  1.  0.  0.  1.  0.  0.  0.  0. 64.  2.  0.],[ 0.  1.  0.  1.  0.  0.  1.  1.  0.  0.  0. 64.  2.  0.],[  1.   1.   0.   1.   0.   0.   1.   0.   0.   0.   0. 256.   2.   1.],[ 1.  1.  0.  1.  0.  0.  1.  0.  0.  0.  0. 64.  2.  1.],[ 1.  1.  0.  1.  0.  0.  1.  0.  0.  0.  0. 64.  2.  1.],"[0.000e+00 1.000e+00 1.000e+00 1.000e+00 0.000e+00 0.000e+00 1.000e+00
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.024e+03 2.000e+00 1.000e+00]"
205.516,344.941,403.444,221.306,334.134,437.056,771.305,202.74,561.62,161.54,140.294,126.892,1135.52,143.214,133.363,126.892,126.927,777.809,157.897,150.043,150.043,173.342
20
