1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
[0. 1. 1. 1. 1. 0. 0. 1. 1. 1.],[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.],[1. 0. 1. 1. 1. 0. 0. 0. 0. 1.],[0. 1. 0. 1. 1. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 0. 1. 0. 0. 1. 1.],[1. 0. 1. 0. 0. 1. 1. 1. 0. 0.],[0. 1. 1. 1. 0. 1. 0. 1. 0. 1.],[1. 1. 0. 0. 1. 0. 1. 1. 0. 1.],[0. 1. 1. 1. 0. 1. 1. 0. 1. 1.],[0. 0. 1. 1. 0. 0. 1. 0. 0. 0.],[0. 0. 0. 0. 1. 0. 0. 1. 0. 0.],[0. 0. 1. 0. 0. 0. 0. 1. 1. 0.],[1. 0. 0. 0. 0. 0. 0. 1. 0. 0.],[0. 0. 0. 0. 0. 1. 0. 1. 0. 0.],[0. 1. 1. 0. 1. 0. 0. 1. 0. 0.],[0. 0. 0. 0. 0. 1. 1. 0. 0. 0.],[0. 1. 0. 0. 0. 0. 0. 1. 0. 0.],[0. 0. 0. 0. 1. 0. 1. 1. 0. 0.],[0. 0. 0. 0. 1. 1. 0. 0. 0. 0.],[0. 0. 0. 1. 0. 0. 0. 1. 0. 0.]
249.6,201.1533333,239.4966667,218.1233333,246.3766667,235.97,249.3,248.0633333,248.03,216.8366667,201.8333333,211.39,224.43,203.6366667,228.4666667,202.3866667,218.8166667,204.9633333,205.2066667,201.5466667
20
