1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
[ 1.  1.  1.  1.  1.  1.  3.  0.  2. 20. 64. 64.],[ 1.  0.  1.  0.  0.  1.  4.  0.  2. 32. 16.  0.],[ 1.  0.  1.  0.  0.  0.  2.  0.  4.  8.  0. 20.],[  1.   0.   1.   0.   0.   1.   3.   0.   2. 128.   8.  16.],[ 1.  0.  1.  0.  0.  1.  2.  0.  3.  8. 64. 10.],[ 1.  0.  1.  1.  1.  0.  4.  0.  2.  0.  0. 10.],[ 1.  1.  0.  0.  0.  0.  2.  0.  1. 32.  0. 10.],[ 1.  1.  0.  0.  0.  1.  4.  0.  3. 64. 10.  0.],[ 1.  1.  0.  0.  0.  0.  1.  0.  3. 64. 16. 64.],[ 1.  0.  1.  1.  1.  1.  4.  0.  3. 64. 64. 64.],[1. 0. 1. 1. 1. 1. 4. 1. 0. 0. 0. 0.],[ 1.  0.  1.  1.  1.  1.  4.  0.  3. 64. 64. 64.],[ 1.  1.  1.  1.  1.  1.  4.  0.  2. 64. 64. 64.],[ 1.  1.  1.  1.  1.  1.  4.  0.  1. 64. 64. 64.],[ 1.  1.  1.  1.  1.  1.  4.  0.  1.  0. 64. 64.],[1. 1. 1. 1. 1. 0. 4. 1. 0. 0. 0. 0.],[ 1.  1.  1.  1.  1.  0.  3.  0.  1.  0. 64. 64.],[ 1.  1.  1.  1.  1.  0.  4.  0.  1.  0. 64. 64.],[ 1.  1.  1.  1.  1.  0.  4.  0.  1.  0.  8. 64.],[ 1.  0.  1.  1.  1.  1.  4.  0.  1.  0. 64. 64.],[ 1.  1.  1.  1.  1.  0.  4.  0.  1.  8. 64. 64.],[ 1.  1.  0.  0.  0.  0.  4.  0.  1.  0.  0. 64.],[ 1.  1.  0.  0.  0.  0.  4.  0.  1.  0.  8. 64.],[ 1.  1.  1.  1.  1.  0.  4.  0.  1.  0. 64. 16.],[ 1.  0.  1.  1.  1.  0.  4.  0.  1.  0.  8. 16.]
5898.2,7840.8,7803.2,6370.4,7078.8,8272.2,7018.8,8243.6,6831.6,5989.8,9320.4,5989.8,5492.0,5558.4,5113.4,9096.0,5129.6,5136.4,5212.6,5516.8,6934.0,7942.4,5518.4,5308.4,5448.0
24
