1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
[  0.   1.   0.   1.   0.   1.   0.   0.   0.   1.   0. 256.   1.   5.],"[0.000e+00 1.000e+00 0.000e+00 1.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 1.000e+00 1.000e+00 1.024e+03 6.000e+00 3.000e+00]","[1.000e+00 1.000e+00 0.000e+00 1.000e+00 0.000e+00 0.000e+00 1.000e+00
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 4.096e+03 2.000e+00 3.000e+00]","[0.000e+00 1.000e+00 0.000e+00 1.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00 1.000e+00 0.000e+00 1.000e+00 4.096e+03 4.000e+00 1.000e+00]",[  0.   1.   1.   1.   0.   0.   0.   0.   1.   0.   0. 256.   0.   2.],[  0.   1.   0.   1.   1.   0.   0.   0.   0.   1.   0. 256.   0.   3.],[  0.   1.   1.   1.   0.   0.   1.   0.   0.   0.   0. 256.   5.   0.],[  1.   1.   0.   1.   0.   0.   0.   0.   1.   0.   0. 256.   1.   2.],"[0.000e+00 1.000e+00 0.000e+00 1.000e+00 0.000e+00 0.000e+00 1.000e+00
 0.000e+00 0.000e+00 0.000e+00 1.000e+00 1.024e+03 1.000e+00 3.000e+00]",[ 0.  1.  0.  1.  0.  1.  1.  0.  0.  0.  0. 64.  1.  3.],[  1.   1.   0.   1.   0.   0.   0.   0.   1.   0.   0. 256.   0.   5.],[  0.   1.   1.   1.   0.   0.   0.   0.   1.   0.   0. 256.   0.   2.],[ 0.  1.  1.  1.  0.  0.  0.  0.  1.  0.  0. 64.  0.  2.],[ 0.  1.  1.  1.  0.  0.  0.  0.  1.  0.  0. 64.  0.  2.],[ 0.  1.  1.  1.  0.  0.  1.  0.  0.  0.  0. 64.  0.  2.],[ 0.  1.  1.  1.  0.  0.  0.  0.  1.  0.  0. 64.  1.  2.],[ 0.  1.  1.  1.  0.  0.  0.  0.  1.  0.  0. 64.  0.  3.],[ 0.  1.  0.  1.  1.  0.  0.  0.  1.  0.  0. 64.  0.  2.],[ 0.  1.  1.  1.  0.  0.  0.  0.  1.  0.  0. 64.  0.  5.],"[0.000e+00 1.000e+00 1.000e+00 1.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00 1.000e+00 0.000e+00 0.000e+00 1.024e+03 0.000e+00 2.000e+00]",[  0.   1.   1.   1.   0.   0.   1.   0.   0.   0.   0. 256.   2.   2.],[ 0.  1.  1.  1.  0.  0.  0.  0.  1.  0.  0. 64.  0.  1.],"[1.000e+00 1.000e+00 0.000e+00 1.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00 1.000e+00 0.000e+00 0.000e+00 4.096e+03 1.000e+00 0.000e+00]",[ 0.  1.  1.  1.  0.  0.  0.  0.  1.  0.  0. 64.  0.  1.],[ 0.  1.  0.  1.  1.  0.  0.  0.  1.  0.  0. 64.  0.  1.],[ 0.  1.  0.  1.  0.  1.  0.  0.  1.  0.  0. 64.  0.  1.],[ 0.  1.  1.  1.  0.  0.  1.  0.  0.  0.  0. 64.  1.  0.],"[0.000e+00 1.000e+00 1.000e+00 1.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00 1.000e+00 0.000e+00 0.000e+00 4.096e+03 0.000e+00 1.000e+00]",[  0.   1.   0.   1.   0.   0.   1.   0.   0.   0.   1. 256.   0.   1.],[ 0.  1.  0.  1.  1.  0.  1.  0.  0.  0.  0. 64.  1.  0.],[ 1.  1.  0.  1.  0.  0.  1.  0.  0.  0.  0. 64.  1.  0.],[ 0.  1.  1.  1.  0.  0.  0.  0.  1.  0.  0. 64.  1.  3.]
380.184,373.154,261.817,237.988,127.61,224.055,209.396,150.337,225.678,259.205,197.454,127.61,125.574,125.574,126.258,151.74,152.67,160.375,201.285,130.146,185.618,100.315,120.151,100.315,117.683,122.984,101.754,112.574,114.311,118.088,101.789,177.144
29
