1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
[ 1.  1.  0.  0.  0.  0.  4.  0.  2. 64. 20.  8.],[ 1.  1.  1.  1.  1.  0.  1.  0.  4. 32.  0.  0.],[  1.   0.   1.   0.   0.   1.   3.   0.   2. 128.   0.   8.],[ 1.  0.  1.  1.  1.  0.  4.  0.  2. 20. 10.  8.],[ 1.  0.  1.  1.  1.  0.  4.  0.  1. 16.  8. 16.],[ 1.  0.  0.  0.  0.  1.  4.  0.  4. 32. 16. 32.],[  1.   1.   1.   0.   0.   1.   2.   0.   4. 128.  32.  64.],[  1.   1.   1.   1.   1.   0.   1.   0.   2. 128.  16.   0.],[ 1.  1.  1.  1.  1.  1.  3.  0.  1. 64. 64. 10.],[  1.   0.   1.   0.   0.   1.   2.   0.   2.  16. 128.   8.],[  1.   1.   1.   0.   0.   1.   4.   0.   1. 128.  64.  16.],[ 1.  1.  1.  0.  0.  1.  3.  0.  4. 32. 10. 64.],[  1.   1.   1.   1.   1.   1.   2.   0.   1. 128.  10.  16.],[  1.   1.   1.   0.   0.   1.   2.   0.   1. 128.   0.  16.],[  1.   1.   1.   1.   1.   1.   4.   0.   1. 128.   8.  16.],[ 1.  1.  1.  1.  1.  1.  4.  0.  1. 64.  8. 16.],[ 1.  1.  1.  1.  1.  0.  2.  0.  1.  0. 64. 32.],[ 1.  1.  1.  1.  1.  0.  4.  0.  1.  0. 64. 32.],[ 1.  1.  1.  1.  1.  0.  4.  0.  1.  8. 64. 32.],[  1.   1.   1.   1.   1.   0.   4.   0.   4.   0. 128.  16.],[ 1.  1.  1.  1.  1.  0.  2.  0.  1.  0. 64. 64.],[1. 1. 1. 1. 1. 0. 1. 1. 0. 0. 0. 0.],[ 1.  1.  1.  1.  1.  0.  3.  0.  1.  0.  8. 64.],[ 1.  1.  1.  1.  1.  0.  1.  0.  1.  0. 64. 64.],[  1.   1.   1.   1.   1.   0.   1.   0.   1.   0.  64. 128.],[ 1.  1.  1.  1.  1.  0.  3.  0.  1.  0. 32.  8.],[  1.   1.   1.   1.   1.   0.   1.   0.   2.   0.  16. 128.],[  1.   1.   1.   1.   1.   0.   3.   0.   2.   0.   0. 128.],[ 1.  1.  1.  1.  1.  0.  1.  0.  2.  0. 32. 64.],[ 1.  1.  1.  1.  1.  0.  3.  0.  2.  0. 32. 64.],[ 1.  1.  0.  0.  0.  0.  3.  0.  2.  0. 32. 64.],[ 1.  1.  0.  0.  0.  0.  3.  0.  2.  0.  8. 64.],[  1.   1.   1.   1.   1.   0.   3.   0.   2.   0.   8. 128.],[ 1.  1.  1.  1.  1.  0.  3.  0.  4.  0. 32. 64.],[ 1.  1.  1.  1.  1.  0.  3.  0.  4.  0. 32. 32.],[  1.   1.   1.   1.   1.   1.   3.   0.   4.   0. 128.  64.],[ 1.  1.  1.  1.  1.  0.  4.  0.  4.  0. 64. 64.],[  1.   1.   1.   1.   1.   0.   3.   0.   4.   0.   8. 128.],[ 1.  1.  1.  1.  1.  0.  3.  0.  4.  0. 32.  8.],[ 1.  1.  1.  1.  1.  1.  3.  0.  1.  0. 32. 64.]
6154.4,5925.8,10171.0,10525.6,10811.4,7114.0,5538.2,5822.2,5541.2,7362.0,5500.4,7690.0,5552.8,7528.8,5554.2,6209.2,5203.8,5190.6,6845.8,7030.8,5131.4,9236.2,5204.0,5257.2,5216.4,5144.2,5036.2,7886.0,4879.6,4737.6,5120.6,5514.6,5223.4,4739.6,4798.0,6894.6,4965.2,5201.4,5119.6,4744.8
40
