1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
[0. 1. 1. 0. 0. 0. 1. 0. 0. 0.],[1. 1. 0. 1. 0. 1. 1. 1. 0. 0.],[1. 0. 1. 1. 1. 0. 0. 1. 0. 1.],[0. 1. 0. 0. 1. 0. 0. 1. 1. 0.],[0. 0. 1. 0. 1. 0. 0. 0. 1. 1.],[0. 1. 1. 0. 0. 1. 0. 0. 1. 0.],[0. 1. 1. 1. 0. 1. 1. 0. 0. 1.],[1. 1. 0. 1. 1. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 0. 0. 1. 0. 1. 0.],[0. 1. 0. 0. 1. 1. 0. 1. 0. 0.],[0. 0. 0. 0. 1. 0. 0. 1. 1. 0.],[0. 0. 1. 0. 0. 0. 0. 1. 1. 0.],[0. 0. 0. 0. 1. 1. 0. 1. 1. 1.],[0. 0. 0. 0. 0. 0. 0. 1. 0. 1.],[1. 0. 0. 0. 1. 0. 0. 1. 1. 0.],[0. 0. 1. 0. 1. 0. 0. 1. 1. 0.],[0. 0. 0. 0. 1. 0. 1. 1. 1. 0.],[0. 0. 1. 0. 1. 0. 1. 1. 0. 1.],[0. 0. 0. 0. 0. 0. 1. 1. 1. 0.],[0. 0. 0. 0. 0. 0. 1. 1. 1. 1.],[0. 0. 0. 0. 0. 1. 1. 1. 0. 0.],[0. 0. 0. 0. 1. 0. 1. 0. 1. 0.],[0. 0. 0. 0. 1. 1. 1. 0. 0. 0.],[0. 0. 0. 0. 1. 0. 1. 0. 0. 0.],[0. 0. 0. 0. 0. 1. 1. 0. 1. 0.],[1. 0. 0. 0. 0. 0. 1. 0. 1. 0.],[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.],[0. 0. 0. 1. 1. 0. 1. 0. 1. 0.],[0. 0. 0. 1. 1. 0. 1. 0. 0. 0.],[0. 0. 0. 1. 0. 0. 1. 0. 1. 0.],[0. 1. 0. 1. 1. 0. 1. 0. 1. 0.],[0. 0. 0. 1. 1. 1. 1. 0. 0. 0.]
229.2766667,241.3266667,251.0333333,220.3866667,256.06,226.8833333,250.3666667,245.7566667,247.08,219.3333333,203.53,211.39,216.23,213.2666667,225.4133333,213.6033333,206.4266667,259.3833333,201.52,214.3266667,204.1766667,201.47,203.19,207.12,201.8966667,224.7333333,210.34,201.9733333,202.9366667,204.05,221.86,204.5133333
32
