1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
"[0.000e+00 1.000e+00 0.000e+00 1.000e+00 1.000e+00 0.000e+00 1.000e+00
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.024e+03 5.000e+00 6.000e+00]","[0.000e+00 1.000e+00 0.000e+00 1.000e+00 0.000e+00 1.000e+00 0.000e+00
 0.000e+00 0.000e+00 1.000e+00 0.000e+00 1.024e+03 4.000e+00 4.000e+00]",[ 1.  1.  0.  1.  0.  0.  0.  0.  0.  1.  0. 64.  4.  0.],[  0.   1.   0.   1.   0.   0.   0.   1.   1.   0.   0. 256.   3.   3.],[  0.   1.   0.   1.   0.   0.   1.   0.   0.   0.   1. 256.   0.   6.],"[0.000e+00 1.000e+00 0.000e+00 1.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 1.000e+00 1.000e+00 4.096e+03 4.000e+00 0.000e+00]","[0.000e+00 1.000e+00 0.000e+00 1.000e+00 0.000e+00 1.000e+00 0.000e+00
 0.000e+00 0.000e+00 1.000e+00 0.000e+00 4.096e+03 5.000e+00 0.000e+00]","[0.000e+00 1.000e+00 0.000e+00 1.000e+00 0.000e+00 0.000e+00 1.000e+00
 1.000e+00 0.000e+00 0.000e+00 0.000e+00 4.096e+03 0.000e+00 2.000e+00]",[  0.   1.   0.   1.   0.   1.   1.   0.   0.   0.   0. 256.   2.   6.],[ 0.  1.  0.  1.  0.  0.  0.  0.  1.  0.  1. 64.  1.  0.],[ 0.  1.  1.  1.  0.  0.  0.  0.  1.  0.  0. 64.  1.  0.],[ 0.  1.  1.  1.  0.  0.  0.  0.  1.  0.  0. 64.  0.  1.],[ 0.  1.  1.  1.  0.  0.  0.  0.  1.  0.  0. 64.  1.  1.],[ 1.  1.  0.  1.  0.  0.  1.  0.  0.  0.  0. 64.  0.  1.],[ 0.  1.  1.  1.  0.  0.  0.  0.  1.  0.  0. 64.  1.  2.],[ 1.  1.  0.  1.  0.  0.  0.  0.  1.  0.  0. 64.  0.  1.],[ 1.  1.  0.  1.  0.  0.  0.  0.  1.  0.  0. 64.  2.  0.],[ 1.  1.  0.  1.  0.  0.  0.  0.  1.  0.  0. 64.  3.  0.],[ 0.  1.  1.  1.  0.  0.  0.  0.  1.  0.  0. 64.  0.  2.],[ 0.  1.  1.  1.  0.  0.  0.  0.  1.  0.  0. 64.  0.  3.],[ 0.  1.  1.  1.  0.  0.  0.  0.  1.  0.  0. 64.  3.  3.],[  0.   1.   1.   1.   0.   0.   0.   0.   1.   0.   0. 256.   0.   1.]
559.253,487.988,185.433,2177.53,257.672,228.188,341.664,867.507,447.944,106.113,103.588,100.315,128.044,100.892,151.74,100.444,125.633,148.629,125.574,152.67,225.404,101.8
22
