1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
[  1.   1.   1.   0.   0.   0.   1.   0.   2. 128.   0.   8.],[ 1.  1.  0.  0.  0.  1.  2.  0.  4. 10. 32. 20.],[  1.   1.   1.   0.   0.   1.   2.   0.   2. 128.  16.   8.],[ 1.  1.  1.  0.  0.  1.  4.  0.  4. 10. 16. 10.],[ 1.  1.  1.  1.  1.  0.  2.  0.  3.  8. 64. 32.],[ 1.  0.  1.  1.  1.  1.  3.  0.  1. 10. 32. 64.],[ 1.  1.  1.  1.  1.  1.  3.  0.  2. 64.  0. 32.],[ 1.  1.  1.  0.  0.  1.  4.  0.  4.  8. 16.  0.],[  1.   0.   1.   0.   0.   0.   4.   0.   2. 128.  64.   0.],[  1.   0.   0.   0.   0.   0.   1.   0.   3.  32. 128.  64.],[  1.   1.   1.   0.   0.   1.   2.   0.   2. 128.  10.   0.],[  1.   1.   1.   0.   0.   1.   2.   0.   2. 128.  16.  10.],[  1.   1.   1.   0.   0.   1.   2.   0.   4. 128.  16.  10.],[  1.   1.   1.   0.   0.   1.   4.   0.   3. 128.  16.  10.],[  1.   1.   1.   0.   0.   1.   4.   0.   4. 128.  16.  10.],[  1.   0.   1.   0.   0.   1.   4.   0.   4. 128.  16.   0.],[  1.   1.   1.   0.   0.   1.   4.   0.   4. 128.  16.  10.],[  1.   1.   1.   0.   0.   1.   4.   0.   4. 128.  20.  10.],[  1.   1.   1.   0.   0.   1.   4.   0.   4. 128.  20.  10.],[  1.   1.   1.   1.   1.   0.   4.   0.   4. 128.  20.  10.],[ 1.  1.  0.  0.  0.  0.  4.  0.  4. 64. 20.  8.],[ 1.  1.  1.  0.  0.  1.  4.  0.  4. 64. 20. 10.],[  1.   1.   1.   0.   0.   1.   4.   0.   1. 128.  20.  16.],[  1.   1.   1.   0.   0.   1.   4.   0.   1. 128.  32.  20.],[  1.   1.   1.   1.   1.   1.   4.   0.   1. 128.  20.  64.],[  1.   1.   1.   0.   0.   1.   2.   0.   1. 128.  20.  16.],[  1.   1.   1.   0.   0.   1.   2.   0.   1. 128.  20.  10.],[1. 1. 1. 0. 0. 1. 2. 1. 0. 0. 0. 0.],[  1.   1.   1.   0.   0.   1.   4.   0.   1. 128.  32.  20.],[1. 1. 1. 0. 0. 1. 4. 1. 0. 0. 0. 0.],[  1.   1.   1.   0.   0.   1.   4.   0.   1. 128.  32.  10.],[1. 1. 1. 0. 0. 1. 4. 1. 0. 0. 0. 0.],[  1.   1.   1.   0.   0.   1.   4.   0.   1. 128.  32.  10.]
8274.6,7330.6,5421.6,9009.2,6648.6,8728.2,7015.4,11010.4,6186.2,7069.2,6260.0,5363.8,5343.0,5302.4,5277.8,6158.6,5277.8,5236.6,5236.6,5243.8,6115.0,5596.0,5210.0,5273.2,5581.2,5263.2,5315.0,9102.8,5273.2,9066.0,5254.4,9066.0,5254.4
28
