1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110
"[0.0, 1.0, 1.0, 1.0, 0.0, 13.0, 0.4, 26.0, 4.0, 250.0, 50.0, 96.0, 501.0, 20.0, 26.0, 0.0, 1.5]","[1.0, 1.0, 1.0, 1.0, 1.0, 25.0, 0.0, 0.0, 9.0, 250.0, 100.0, 64.0, 1.0, 40.0, 51.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 2.0, 25.0, 0.0, 26.0, 0.0, 250.0, 0.0, 64.0, 1.0, 50.0, 100.0, 626.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 2.0, 13.0, 1.0, 0.0, 6.0, 250.0, 0.0, 64.0, 501.0, 20.0, 76.0, 0.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 19.0, 1.0, 39.0, 4.0, 250.0, 0.0, 32.0, 251.0, 30.0, 51.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.5, 21.0, 0.0, 16.0, 6.0, 250.0, -1.0, 21.0, 1.0, 36.8, 33.0, 627.0, 0.9]","[0.0, 1.0, 1.0, 1.0, 0.0, 13.0, 0.4, 26.0, 4.0, 250.0, 50.0, 96.0, 501.0, 20.0, 26.0, 0.0, 1.5]","[1.0, 1.0, 1.0, 1.0, 1.0, 25.0, 0.0, 0.0, 9.0, 250.0, 100.0, 64.0, 1.0, 40.0, 51.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 25.0, 0.0, 0.0, 9.0, 250.0, 100.0, 64.0, 1.0, 40.0, 51.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 25.0, 0.0, 0.0, 9.0, 250.0, 100.0, 64.0, 1.0, 40.0, 51.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 19.0, 1.0, 39.0, 4.0, 250.0, 0.0, 32.0, 251.0, 30.0, 51.0, 0.0, 0.0]","[0.0, 1.0, 1.0, 1.0, 0.0, 13.0, 0.4, 26.0, 4.0, 250.0, 50.0, 96.0, 501.0, 20.0, 26.0, 0.0, 1.5]","[0.0, 1.0, 1.0, 1.0, 0.0, 13.0, 0.4, 26.0, 4.0, 250.0, 50.0, 96.0, 501.0, 20.0, 26.0, 0.0, 1.5]","[1.0, 1.0, 1.0, 1.0, 1.5, 21.0, 0.0, 16.0, 6.0, 250.0, -1.0, 21.0, 1.0, 36.8, 33.0, 627.0, 0.9]","[0.0, 1.0, 1.0, 1.0, 0.0, 13.0, 0.4, 26.0, 4.0, 250.0, 50.0, 96.0, 501.0, 20.0, 26.0, 0.0, 1.5]","[0.0, 1.0, 1.0, 1.0, 0.0, 13.0, 0.4, 26.0, 4.0, 250.0, 50.0, 96.0, 501.0, 20.0, 26.0, 0.0, 1.5]","[1.0, 1.0, 1.0, 1.0, 1.0, 25.0, 0.0, 0.0, 9.0, 250.0, 100.0, 64.0, 1.0, 40.0, 51.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 19.0, 1.0, 39.0, 4.0, 250.0, 0.0, 32.0, 251.0, 30.0, 51.0, 0.0, 0.0]","[0.0, 1.0, 1.0, 1.0, 0.0, 13.0, 0.4, 26.0, 4.0, 250.0, 50.0, 96.0, 501.0, 20.0, 26.0, 0.0, 1.5]","[0.0, 1.0, 1.0, 1.0, 0.0, 13.0, 0.4, 26.0, 4.0, 250.0, 50.0, 96.0, 501.0, 20.0, 26.0, 0.0, 1.5]","[0.0, 1.0, 1.0, 1.0, 0.0, 13.0, 0.4, 26.0, 4.0, 250.0, 50.0, 96.0, 501.0, 20.0, 26.0, 0.0, 1.5]","[1.0, 1.0, 1.0, 1.0, 1.0, 25.0, 0.0, 0.0, 9.0, 250.0, 100.0, 64.0, 1.0, 40.0, 51.0, 0.0, 0.0]","[0.0, 1.0, 1.0, 1.0, 0.0, 13.0, 0.4, 26.0, 4.0, 250.0, 50.0, 96.0, 501.0, 20.0, 26.0, 0.0, 1.5]","[0.0, 1.0, 1.0, 1.0, 0.0, 13.0, 0.4, 26.0, 4.0, 250.0, 50.0, 96.0, 501.0, 20.0, 26.0, 0.0, 1.5]","[1.0, 1.0, 1.0, 1.0, 1.5, 21.0, 0.0, 16.0, 6.0, 250.0, -1.0, 21.0, 1.0, 36.8, 33.0, 627.0, 0.9]","[1.0, 1.0, 1.0, 1.0, 1.0, 19.0, 1.0, 39.0, 4.0, 250.0, 0.0, 32.0, 251.0, 30.0, 51.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 19.0, 1.0, 39.0, 4.0, 250.0, 0.0, 32.0, 251.0, 30.0, 51.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 19.0, 1.0, 39.0, 4.0, 250.0, 0.0, 32.0, 251.0, 30.0, 51.0, 0.0, 0.0]","[0.0, 1.0, 1.0, 1.0, 0.0, 13.0, 0.4, 26.0, 4.0, 250.0, 50.0, 96.0, 501.0, 20.0, 26.0, 0.0, 1.5]","[1.0, 1.0, 1.0, 1.0, 1.0, 19.0, 1.0, 39.0, 4.0, 250.0, 0.0, 32.0, 251.0, 30.0, 51.0, 0.0, 0.0]","[0.0, 1.0, 1.0, 1.0, 0.0, 13.0, 0.4, 26.0, 4.0, 250.0, 50.0, 96.0, 501.0, 20.0, 26.0, 0.0, 1.5]","[1.0, 1.0, 1.0, 1.0, 1.0, 19.0, 1.0, 39.0, 4.0, 250.0, 0.0, 32.0, 251.0, 30.0, 51.0, 0.0, 0.0]","[0.0, 1.0, 1.0, 1.0, 0.0, 13.0, 0.4, 26.0, 4.0, 250.0, 50.0, 96.0, 501.0, 20.0, 26.0, 0.0, 1.5]","[1.0, 1.0, 1.0, 1.0, 1.0, 19.0, 1.0, 39.0, 4.0, 250.0, 0.0, 32.0, 251.0, 30.0, 51.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 19.0, 1.0, 39.0, 4.0, 250.0, 0.0, 32.0, 251.0, 30.0, 51.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 19.0, 1.0, 39.0, 4.0, 250.0, 0.0, 32.0, 251.0, 30.0, 51.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 19.0, 1.0, 39.0, 4.0, 250.0, 0.0, 32.0, 251.0, 30.0, 51.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 19.0, 1.0, 39.0, 4.0, 250.0, 0.0, 32.0, 251.0, 30.0, 51.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 19.0, 1.0, 39.0, 4.0, 250.0, 0.0, 32.0, 251.0, 30.0, 51.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 19.0, 1.0, 39.0, 4.0, 250.0, 0.0, 32.0, 251.0, 30.0, 51.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 19.0, 1.0, 39.0, 4.0, 250.0, 0.0, 32.0, 251.0, 30.0, 51.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 19.0, 1.0, 39.0, 4.0, 250.0, 0.0, 32.0, 251.0, 30.0, 51.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 19.0, 1.0, 39.0, 4.0, 250.0, 0.0, 32.0, 251.0, 30.0, 51.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 19.0, 1.0, 39.0, 4.0, 250.0, 0.0, 32.0, 251.0, 30.0, 51.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 19.0, 1.0, 39.0, 4.0, 250.0, 0.0, 32.0, 251.0, 30.0, 51.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 19.0, 1.0, 39.0, 4.0, 250.0, 0.0, 32.0, 251.0, 30.0, 51.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 19.0, 1.0, 39.0, 4.0, 250.0, 0.0, 32.0, 251.0, 30.0, 51.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 19.0, 1.0, 39.0, 4.0, 250.0, 0.0, 32.0, 251.0, 30.0, 51.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 19.0, 1.0, 39.0, 4.0, 250.0, 0.0, 32.0, 251.0, 30.0, 51.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 19.0, 1.0, 39.0, 4.0, 250.0, 0.0, 32.0, 251.0, 30.0, 51.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 19.0, 1.0, 39.0, 4.0, 250.0, 0.0, 32.0, 251.0, 30.0, 51.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 19.0, 1.0, 39.0, 4.0, 250.0, 0.0, 32.0, 251.0, 30.0, 51.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 19.0, 1.0, 39.0, 4.0, 250.0, 0.0, 32.0, 251.0, 30.0, 51.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 19.0, 1.0, 39.0, 4.0, 250.0, 0.0, 32.0, 251.0, 30.0, 51.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 19.0, 1.0, 39.0, 4.0, 250.0, 0.0, 32.0, 251.0, 30.0, 51.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 19.0, 1.0, 39.0, 4.0, 250.0, 0.0, 32.0, 251.0, 30.0, 51.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 19.0, 1.0, 39.0, 4.0, 250.0, 0.0, 32.0, 251.0, 30.0, 51.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 19.0, 1.0, 39.0, 4.0, 250.0, 0.0, 32.0, 251.0, 30.0, 51.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 19.0, 1.0, 39.0, 4.0, 250.0, 0.0, 32.0, 251.0, 30.0, 51.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 19.0, 1.0, 39.0, 4.0, 250.0, 0.0, 32.0, 251.0, 30.0, 51.0, 0.0, 0.0]","[0.0, 1.0, 1.0, 1.0, 0.0, 13.0, 0.4, 26.0, 4.0, 250.0, 50.0, 96.0, 501.0, 20.0, 26.0, 0.0, 1.5]","[1.0, 1.0, 1.0, 1.0, 1.0, 19.0, 1.0, 39.0, 4.0, 250.0, 0.0, 32.0, 251.0, 30.0, 51.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 19.0, 1.0, 39.0, 4.0, 250.0, 0.0, 32.0, 251.0, 30.0, 51.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 19.0, 1.0, 39.0, 4.0, 250.0, 0.0, 32.0, 251.0, 30.0, 51.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 19.0, 1.0, 39.0, 4.0, 250.0, 0.0, 32.0, 251.0, 30.0, 51.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 19.0, 1.0, 39.0, 4.0, 250.0, 0.0, 32.0, 251.0, 30.0, 51.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 19.0, 1.0, 39.0, 4.0, 250.0, 0.0, 32.0, 251.0, 30.0, 51.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 19.0, 1.0, 39.0, 4.0, 250.0, 0.0, 32.0, 251.0, 30.0, 51.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 19.0, 1.0, 39.0, 4.0, 250.0, 0.0, 32.0, 251.0, 30.0, 51.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 19.0, 1.0, 39.0, 4.0, 250.0, 0.0, 32.0, 251.0, 30.0, 51.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 19.0, 1.0, 39.0, 4.0, 250.0, 0.0, 32.0, 251.0, 30.0, 51.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 19.0, 1.0, 39.0, 4.0, 250.0, 0.0, 32.0, 251.0, 30.0, 51.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 19.0, 1.0, 39.0, 4.0, 250.0, 0.0, 32.0, 251.0, 30.0, 51.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 19.0, 1.0, 39.0, 4.0, 250.0, 0.0, 32.0, 251.0, 30.0, 51.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 19.0, 1.0, 39.0, 4.0, 250.0, 0.0, 32.0, 251.0, 30.0, 51.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 19.0, 1.0, 39.0, 4.0, 250.0, 0.0, 32.0, 251.0, 30.0, 51.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 19.0, 1.0, 39.0, 4.0, 250.0, 0.0, 32.0, 251.0, 30.0, 51.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 19.0, 1.0, 39.0, 4.0, 250.0, 0.0, 32.0, 251.0, 30.0, 51.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 19.0, 1.0, 39.0, 4.0, 250.0, 0.0, 32.0, 251.0, 30.0, 51.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 19.0, 1.0, 39.0, 4.0, 250.0, 0.0, 32.0, 251.0, 30.0, 51.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 19.0, 1.0, 39.0, 4.0, 250.0, 0.0, 32.0, 251.0, 30.0, 51.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 19.0, 1.0, 39.0, 4.0, 250.0, 0.0, 32.0, 251.0, 30.0, 51.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 19.0, 1.0, 39.0, 4.0, 250.0, 0.0, 32.0, 251.0, 30.0, 51.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 19.0, 1.0, 39.0, 4.0, 250.0, 0.0, 32.0, 251.0, 30.0, 51.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 19.0, 1.0, 39.0, 4.0, 250.0, 0.0, 32.0, 251.0, 30.0, 51.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 19.0, 1.0, 39.0, 4.0, 250.0, 0.0, 32.0, 251.0, 30.0, 51.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 19.0, 1.0, 39.0, 4.0, 250.0, 0.0, 32.0, 251.0, 30.0, 51.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 0.0, 1.0, 19.0, 1.0, 39.0, 4.0, 250.0, 0.0, 32.0, 251.0, 30.0, 51.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 19.0, 1.0, 39.0, 4.0, 250.0, 0.0, 32.0, 251.0, 30.0, 51.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 19.0, 1.0, 39.0, 4.0, 250.0, 0.0, 32.0, 251.0, 30.0, 51.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 19.0, 1.0, 39.0, 4.0, 250.0, 0.0, 32.0, 251.0, 30.0, 51.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 19.0, 1.0, 39.0, 4.0, 250.0, 0.0, 32.0, 251.0, 30.0, 51.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 19.0, 1.0, 39.0, 4.0, 250.0, 0.0, 32.0, 251.0, 30.0, 51.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 19.0, 1.0, 39.0, 4.0, 250.0, 0.0, 32.0, 251.0, 30.0, 51.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 19.0, 1.0, 39.0, 4.0, 250.0, 0.0, 32.0, 251.0, 30.0, 51.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 19.0, 1.0, 39.0, 4.0, 250.0, 0.0, 32.0, 251.0, 30.0, 51.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 19.0, 1.0, 39.0, 4.0, 250.0, 0.0, 32.0, 251.0, 30.0, 51.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 19.0, 1.0, 39.0, 4.0, 250.0, 0.0, 32.0, 251.0, 30.0, 51.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 19.0, 1.0, 39.0, 4.0, 250.0, 0.0, 32.0, 251.0, 30.0, 51.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 19.0, 1.0, 39.0, 4.0, 250.0, 0.0, 32.0, 251.0, 30.0, 51.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 19.0, 1.0, 39.0, 4.0, 250.0, 0.0, 32.0, 251.0, 30.0, 51.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 19.0, 1.0, 39.0, 4.0, 250.0, 0.0, 32.0, 251.0, 30.0, 51.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 19.0, 1.0, 39.0, 4.0, 250.0, 0.0, 32.0, 251.0, 30.0, 51.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 19.0, 1.0, 39.0, 4.0, 250.0, 0.0, 32.0, 251.0, 30.0, 51.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 19.0, 1.0, 39.0, 4.0, 250.0, 0.0, 32.0, 251.0, 30.0, 51.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 19.0, 1.0, 39.0, 4.0, 250.0, 0.0, 32.0, 251.0, 30.0, 51.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 0.0, 1.0, 19.0, 1.0, 39.0, 4.0, 250.0, 0.0, 32.0, 251.0, 30.0, 51.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 19.0, 1.0, 39.0, 4.0, 250.0, 0.0, 32.0, 251.0, 30.0, 51.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 19.0, 1.0, 39.0, 4.0, 250.0, 0.0, 32.0, 251.0, 30.0, 51.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 19.0, 1.0, 39.0, 4.0, 250.0, 0.0, 32.0, 251.0, 30.0, 51.0, 0.0, 0.0]"
47.78,31.528,48.13,49.645,28.141,53.761,47.78,31.528,31.528,31.528,28.141,47.78,47.78,53.761,47.78,47.78,31.528,28.141,47.78,47.78,47.78,31.528,47.78,47.78,53.761,28.141,28.141,28.141,47.78,28.141,47.78,28.141,47.78,28.141,28.141,28.141,28.141,28.141,28.141,28.141,28.141,28.141,28.141,28.141,28.141,28.141,28.141,28.141,28.141,28.141,28.141,28.141,28.141,28.141,28.141,28.141,28.141,28.141,28.141,28.141,47.78,28.141,28.141,28.141,28.141,28.141,28.141,28.141,28.141,28.141,28.141,28.141,28.141,28.141,28.141,28.141,28.141,28.141,28.141,28.141,28.141,28.141,28.141,28.141,28.141,28.141,28.141,28.141,28.141,28.141,28.141,28.141,28.141,28.141,28.141,28.141,28.141,28.141,28.141,28.141,28.141,28.141,28.141,28.141,28.141,28.141,28.141,28.141,28.141,28.141
200
